doy_local,T_soil_5,T_soil_15,T_soil_25,swc_10,swc_30
100.0625,15.94,15.47,14.89,12.545,30.84
100.0729167,15.8075,15.4425,14.8925,12.33575,30.8375
100.0833333,15.675,15.415,14.895,12.1265,30.835
100.09375,15.545,15.37,14.89,12.29825,30.8375
100.1041667,15.415,15.325,14.885,12.47,30.84
100.1145833,15.325,15.2925,14.895,13.1325,30.8375
100.125,15.235,15.26,14.905,13.795,30.835
100.1354167,15.16,15.225,14.9125,13.979,30.83
100.1458333,15.085,15.19,14.92,14.163,30.825
100.15625,14.9875,15.1525,14.915,14.17325,30.8225
100.1666667,14.89,15.115,14.91,14.1835,30.82
100.1770833,14.7925,15.0725,14.9025,14.26725,30.8175
100.1875,14.695,15.03,14.895,14.351,30.815
100.1979167,14.595,14.9825,14.88,14.08625,30.81
100.2083333,14.495,14.935,14.865,13.8215,30.805
100.21875,14.385,14.89,14.855,14.08225,30.8
100.2291667,14.275,14.845,14.845,14.343,30.795
100.2395833,14.1725,14.8,14.84,14.289,30.79
100.25,14.07,14.755,14.835,14.235,30.785
100.2604167,13.975,14.7,14.8175,14.08375,30.7825
100.2708333,13.88,14.645,14.8,13.9325,30.78
100.28125,13.7825,14.585,14.775,13.41825,30.7775
100.2916667,13.685,14.525,14.75,12.904,30.775
100.3020833,13.5975,14.4725,14.725,12.963,30.77
100.3125,13.51,14.42,14.7,13.022,30.765
100.3229167,13.4575,14.3725,14.6825,12.64025,30.76
100.3333333,13.405,14.325,14.665,12.2585,30.755
100.34375,13.36,14.28,14.6425,11.93275,30.7525
100.3541667,13.315,14.235,14.62,11.607,30.75
100.3645833,13.25,14.1875,14.5925,11.468,30.745
100.375,13.185,14.14,14.565,11.329,30.74
100.3854167,13.1,14.0925,14.5375,11.2125,30.735
100.3958333,13.015,14.045,14.51,11.096,30.73
100.40625,12.9325,13.99,14.4775,12.6155,30.7275
100.4166667,12.85,13.935,14.445,14.135,30.725
100.4270833,12.81,13.895,14.4175,15.95,30.7225
100.4375,12.77,13.855,14.39,17.765,30.72
100.4479167,12.765,13.82,14.3725,15.805,30.715
100.4583333,12.76,13.785,14.355,13.845,30.71
100.46875,12.7525,13.7525,14.335,13.2975,30.71
100.4791667,12.745,13.72,14.315,12.75,30.71
100.4895833,12.7225,13.69,14.29,12.76,30.7075
100.5,12.7,13.66,14.265,12.77,30.705
100.5104167,12.66,13.6275,14.2325,13.15,30.7
100.5208333,12.62,13.595,14.2,13.53,30.695
100.53125,12.59,13.5675,14.1775,14.2125,30.695
100.5416667,12.56,13.54,14.155,14.895,30.695
100.5520833,12.5625,13.51,14.135,15.8175,30.695
100.5625,12.565,13.48,14.115,16.74,30.695
100.5729167,12.6075,13.46,14.085,17.48,30.695
100.5833333,12.65,13.44,14.055,18.22,30.695
100.59375,12.75,13.4575,14.0575,19.0175,30.6975
100.6041667,12.85,13.475,14.06,19.815,30.7
100.6145833,12.9625,13.4875,14.06,20.07,30.7
100.625,13.075,13.5,14.06,20.325,30.7
100.6354167,13.185,13.5075,14.04,21.4825,30.7025
100.6458333,13.295,13.515,14.02,22.64,30.705
100.65625,13.455,13.5575,14.015,25.3875,30.7025
100.6666667,13.615,13.6,14.01,28.135,30.7
100.6770833,13.7675,13.63,13.995,27.06,30.69
100.6875,13.92,13.66,13.98,25.985,30.68
100.6979167,14.0975,13.715,13.9925,25.425,30.665
100.7083333,14.275,13.77,14.005,24.865,30.65
100.71875,14.465,13.835,14.0175,24.235,30.6325
100.7291667,14.655,13.9,14.03,23.605,30.615
100.7395833,14.865,13.9725,14.0475,23.355,30.5975
100.75,15.075,14.045,14.065,23.105,30.58
100.7604167,15.3075,14.1375,14.085,22.9125,30.57
100.7708333,15.54,14.23,14.105,22.72,30.56
100.78125,15.7625,14.3225,14.1275,22.135,30.5525
100.7916667,15.985,14.415,14.15,21.55,30.545
100.8020833,16.185,14.5225,14.175,22.3675,30.53
100.8125,16.385,14.63,14.2,23.185,30.515
100.8229167,16.625,14.7375,14.235,22.2175,30.4925
100.8333333,16.865,14.845,14.27,21.25,30.47
100.84375,17.0875,14.9675,14.3225,20.55,30.455
100.8541667,17.31,15.09,14.375,19.85,30.44
100.8645833,17.4575,15.2125,14.4275,19.505,30.435
100.875,17.605,15.335,14.48,19.16,30.43
100.8854167,17.655,15.4425,14.5375,18.565,30.43
100.8958333,17.705,15.55,14.595,17.97,30.43
100.90625,17.7,15.6375,14.6475,17.72,30.4325
100.9166667,17.695,15.725,14.7,17.47,30.435
100.9270833,17.6525,15.7875,14.7525,17.335,30.4375
100.9375,17.61,15.85,14.805,17.2,30.44
100.9479167,17.545,15.8925,14.8525,17.3475,30.44
100.9583333,17.48,15.935,14.9,17.495,30.44
100.96875,17.4275,15.985,14.96,17.53,30.4425
100.9791667,17.375,16.035,15.02,17.565,30.445
100.9895833,17.315,16.065,15.075,17.5225,30.445
101,17.255,16.095,15.13,17.48,30.445
101.0104167,17.175,16.095,15.16,17.535,30.4425
101.0208333,17.095,16.095,15.19,17.59,30.44
101.03125,17.0025,16.0875,15.2125,17.2175,30.4375
101.0416667,16.91,16.08,15.235,16.845,30.435
101.0520833,16.8,16.0675,15.255,16.67,30.435
101.0625,16.69,16.055,15.275,16.495,30.435
101.0729167,16.5775,16.02,15.2825,16.7325,30.4325
101.0833333,16.465,15.985,15.29,16.97,30.43
101.09375,16.365,15.95,15.2875,17.5,30.425
101.1041667,16.265,15.915,15.285,18.03,30.42
101.1145833,16.1825,15.885,15.2925,17.8825,30.4175
101.125,16.1,15.855,15.3,17.735,30.415
101.1354167,16.02,15.82,15.3,17.835,30.41
101.1458333,15.94,15.785,15.3,17.935,30.405
101.15625,15.855,15.75,15.295,18.0525,30.405
101.1666667,15.77,15.715,15.29,18.17,30.405
101.1770833,15.6825,15.68,15.285,18.1475,30.4
101.1875,15.595,15.645,15.28,18.125,30.395
101.1979167,15.505,15.6025,15.2725,18.455,30.3925
101.2083333,15.415,15.56,15.265,18.785,30.39
101.21875,15.34,15.5275,15.26,18.8375,30.3825
101.2291667,15.265,15.495,15.255,18.89,30.375
101.2395833,15.1975,15.4525,15.245,18.6475,30.3725
101.25,15.13,15.41,15.235,18.405,30.37
101.2604167,15.075,15.3725,15.225,18.3375,30.37
101.2708333,15.02,15.335,15.215,18.27,30.37
101.28125,14.9625,15.295,15.2,18.4375,30.3675
101.2916667,14.905,15.255,15.185,18.605,30.365
101.3020833,14.8725,15.22,15.1725,18.9575,30.3625
101.3125,14.84,15.185,15.16,19.31,30.36
101.3229167,14.8275,15.1575,15.1425,19.6825,30.3575
101.3333333,14.815,15.13,15.125,20.055,30.355
101.34375,14.81,15.1025,15.1075,20.1075,30.355
101.3541667,14.805,15.075,15.09,20.16,30.355
101.3645833,14.805,15.06,15.085,20.5925,30.35
101.375,14.805,15.045,15.08,21.025,30.345
