doy_local,T_soil_5,T_soil_15,T_soil_25,swc_10,swc_30
114.5520833,10.525,12.5025,13.8125,11.62575,31.0575
114.5625,10.55,12.455,13.78,13.12,31.055
114.5729167,10.63,12.4325,13.7475,13.7025,31.055
114.5833333,10.71,12.41,13.715,14.285,31.055
114.59375,10.795,12.385,13.68,14.5425,31.0475
114.6041667,10.88,12.36,13.645,14.8,31.04
114.6145833,11.0075,12.3525,13.6175,14.6125,31.0275
114.625,11.135,12.345,13.59,14.425,31.015
114.6354167,11.2875,12.3575,13.565,14.355,30.9975
114.6458333,11.44,12.37,13.54,14.285,30.98
114.65625,11.6025,12.385,13.5025,14.4125,30.9625
114.6666667,11.765,12.4,13.465,14.54,30.945
114.6770833,11.975,12.45,13.46,14.4825,30.9275
114.6875,12.185,12.5,13.455,14.425,30.91
114.6979167,12.4075,12.5775,13.4675,14.5525,30.8875
114.7083333,12.63,12.655,13.48,14.68,30.865
114.71875,12.8525,12.7275,13.4925,14.2675,30.85
114.7291667,13.075,12.8,13.505,13.855,30.835
114.7395833,13.3325,12.88,13.5,13.885,30.8175
114.75,13.59,12.96,13.495,13.915,30.8
114.7604167,13.8775,13.0525,13.515,13.715,30.785
114.7708333,14.165,13.145,13.535,13.515,30.77
114.78125,14.53,13.2625,13.54,13.55,30.7525
114.7916667,14.895,13.38,13.545,13.585,30.735
114.8020833,15.28,13.515,13.5775,14.015,30.72
114.8125,15.665,13.65,13.61,14.445,30.705
114.8229167,16.0025,13.805,13.64,14.735,30.685
114.8333333,16.34,13.96,13.67,15.025,30.665
114.84375,16.555,14.1175,13.72,14.8825,30.65
114.8541667,16.77,14.275,13.77,14.74,30.635
114.8645833,16.8775,14.4125,13.82,14.8375,30.6175
114.875,16.985,14.55,13.87,14.935,30.6
114.8854167,17.02,14.665,13.9225,14.98,30.5925
114.8958333,17.055,14.78,13.975,15.025,30.585
114.90625,17.0725,14.8825,14.04,14.8125,30.5725
114.9166667,17.09,14.985,14.105,14.6,30.56
114.9270833,17.075,15.075,14.1775,14.41,30.5525
114.9375,17.06,15.165,14.25,14.22,30.545
114.9479167,17.0025,15.2,14.2825,13.9525,30.5375
114.9583333,16.945,15.235,14.315,13.685,30.53
114.96875,16.8775,15.28,14.3675,13.35,30.53
114.9791667,16.81,15.325,14.42,13.015,30.53
114.9895833,16.735,15.36,14.47,13.0875,30.5275
115,16.66,15.395,14.52,13.16,30.525
115.0104167,16.5975,15.445,14.5925,12.405,30.5275
115.0208333,16.535,15.495,14.665,11.65,30.53
115.03125,16.4925,15.5525,14.755,10.31775,30.5275
115.0416667,16.45,15.61,14.845,8.9855,30.525
115.0520833,16.3175,15.6,14.875,8.492,30.5225
115.0625,16.185,15.59,14.905,7.9985,30.52
115.0729167,16.02,15.5425,14.9,7.90575,30.52
115.0833333,15.855,15.495,14.895,7.813,30.52
115.09375,15.705,15.455,14.895,7.78075,30.5175
115.1041667,15.555,15.415,14.895,7.7485,30.515
115.1145833,15.4175,15.3675,14.8975,7.771,30.5125
115.125,15.28,15.32,14.9,7.7935,30.51
115.1354167,15.16,15.275,14.9025,7.75675,30.5025
115.1458333,15.04,15.23,14.905,7.72,30.495
115.15625,14.935,15.18,14.9025,7.67025,30.4925
115.1666667,14.83,15.13,14.9,7.6205,30.49
115.1770833,14.725,15.0725,14.8875,7.665,30.485
115.1875,14.62,15.015,14.875,7.7095,30.48
115.1979167,14.525,14.9675,14.8625,7.771,30.4775
115.2083333,14.43,14.92,14.85,7.8325,30.475
115.21875,14.3525,14.875,14.845,7.7285,30.4725
115.2291667,14.275,14.83,14.84,7.6245,30.47
115.2395833,14.195,14.78,14.825,7.4905,30.4675
115.25,14.115,14.73,14.81,7.3565,30.465
115.2604167,14.0225,14.6775,14.7875,7.3565,30.4575
115.2708333,13.93,14.625,14.765,7.3565,30.45
115.28125,13.85,14.5775,14.75,7.22875,30.4475
115.2916667,13.77,14.53,14.735,7.101,30.445
115.3020833,13.675,14.4725,14.7025,7.1615,30.4375
115.3125,13.58,14.415,14.67,7.222,30.43
115.3229167,13.4925,14.3625,14.6475,7.38675,30.425
115.3333333,13.405,14.31,14.625,7.5515,30.42
115.34375,13.3475,14.265,14.6075,7.517,30.4175
115.3541667,13.29,14.22,14.59,7.4825,30.415
115.3645833,13.2225,14.17,14.565,7.47725,30.41
115.375,13.155,14.12,14.54,7.472,30.405
115.3854167,13.0875,14.0775,14.5175,7.4645,30.405
115.3958333,13.02,14.035,14.495,7.457,30.405
115.40625,12.9475,13.9875,14.47,7.47575,30.4
115.4166667,12.875,13.94,14.445,7.4945,30.395
115.4270833,12.8075,13.8925,14.4175,7.53975,30.3925
115.4375,12.74,13.845,14.39,7.585,30.39
115.4479167,12.6825,13.7975,14.365,7.585,30.385
115.4583333,12.625,13.75,14.34,7.585,30.38
115.46875,12.5575,13.7025,14.31,7.5675,30.375
115.4791667,12.49,13.655,14.28,7.55,30.37
115.4895833,12.41,13.6025,14.2375,8.66075,30.3675
115.5,12.33,13.55,14.195,9.7715,30.365
115.5104167,12.285,13.5125,14.17,10.66575,30.36
115.5208333,12.24,13.475,14.145,11.56,30.355
115.53125,12.205,13.4275,14.11,11.8375,30.355
115.5416667,12.17,13.38,14.075,12.115,30.355
115.5520833,12.195,13.35,14.05,13.2525,30.35
115.5625,12.22,13.32,14.025,14.39,30.345
115.5729167,12.295,13.315,14.03,14.135,30.34
115.5833333,12.37,13.31,14.035,13.88,30.335
115.59375,12.4575,13.3,14.0125,14.255,30.325
115.6041667,12.545,13.29,13.99,14.63,30.315
115.6145833,12.635,13.2675,13.9475,13.99,30.3
115.625,12.725,13.245,13.905,13.35,30.285
115.6354167,12.85,13.2475,13.87,13.795,30.2675
115.6458333,12.975,13.25,13.835,14.24,30.25
115.65625,13.1625,13.2925,13.835,14.445,30.2275
115.6666667,13.35,13.335,13.835,14.65,30.205
115.6770833,13.575,13.3925,13.8425,14.75,30.1825
115.6875,13.8,13.45,13.85,14.85,30.16
115.6979167,14.05,13.53,13.8675,14.7825,30.1325
115.7083333,14.3,13.61,13.885,14.715,30.105
115.71875,14.5825,13.7,13.9025,14.67,30.0775
115.7291667,14.865,13.79,13.92,14.625,30.05
115.7395833,15.18,13.8925,13.94,14.4025,30.0275
115.75,15.495,13.995,13.96,14.18,30.005
115.7604167,15.8525,14.1175,13.99,13.99,29.98
115.7708333,16.21,14.24,14.02,13.8,29.955
115.78125,16.6325,14.39,14.05,13.7975,29.93
115.7916667,17.055,14.54,14.08,13.795,29.905
115.8020833,17.4825,14.715,14.125,14.11,29.875
115.8125,17.91,14.89,14.17,14.425,29.845
115.8229167,18.2675,15.075,14.2275,14.525,29.8175
115.8333333,18.625,15.26,14.285,14.625,29.79
115.84375,18.85,15.445,14.35,14.6475,29.7625
115.8541667,19.075,15.63,14.415,14.67,29.735
115.8645833,19.1925,15.795,14.49,14.5675,29.7125
115.875,19.31,15.96,14.565,14.465,29.69
115.8854167,19.3625,16.1,14.6375,14.3975,29.6625
115.8958333,19.415,16.24,14.71,14.33,29.635
115.90625,19.4275,16.3525,14.79,14.6375,29.615
115.9166667,19.44,16.465,14.87,14.945,29.595
115.9270833,19.4275,16.5675,14.955,15.0375,29.5775
115.9375,19.415,16.67,15.04,15.13,29.56
115.9479167,19.37,16.735,15.1025,14.7375,29.5425
115.9583333,19.325,16.8,15.165,14.345,29.525
115.96875,19.27,16.855,15.2325,14.0075,29.5125
115.9791667,19.215,16.91,15.3,13.67,29.5
115.9895833,19.16,16.965,15.3725,13.1225,29.495
116,19.105,17.02,15.445,12.575,29.49
116.0104167,19.035,17.0575,15.5125,11.4465,29.49
116.0208333,18.965,17.095,15.58,10.318,29.49
116.03125,18.87,17.1075,15.625,9.81825,29.49
116.0416667,18.775,17.12,15.67,9.3185,29.49
116.0520833,18.6675,17.115,15.6975,9.285,29.4875
116.0625,18.56,17.11,15.725,9.2515,29.485
116.0729167,18.4575,17.1,15.7525,9.4225,29.4875
116.0833333,18.355,17.09,15.78,9.5935,29.49
116.09375,18.265,17.0725,15.8025,9.74675,29.485
116.1041667,18.175,17.055,15.825,9.9,29.48
116.1145833,18.0975,17.035,15.8475,9.95525,29.4775
116.125,18.02,17.015,15.87,10.0105,29.475
116.1354167,17.95,16.9975,15.8875,9.95125,29.475
116.1458333,17.88,16.98,15.905,9.892,29.475
116.15625,17.8175,16.96,15.9175,9.878,29.47
116.1666667,17.755,16.94,15.93,9.864,29.465
116.1770833,17.6925,16.915,15.94,9.88225,29.465
116.1875,17.63,16.89,15.95,9.9005,29.465
116.1979167,17.5725,16.8675,15.955,9.894,29.46
116.2083333,17.515,16.845,15.96,9.8875,29.455
116.21875,17.465,16.8225,15.965,9.83525,29.4525
116.2291667,17.415,16.8,15.97,9.783,29.45
116.2395833,17.365,16.78,15.975,9.72675,29.4475
116.25,17.315,16.76,15.98,9.6705,29.445
116.2604167,17.265,16.7375,15.98,9.6465,29.44
116.2708333,17.215,16.715,15.98,9.6225,29.435
116.28125,17.175,16.695,15.9825,9.5185,29.4325
116.2916667,17.135,16.675,15.985,9.4145,29.43
116.3020833,17.0925,16.65,15.9825,9.50475,29.4325
116.3125,17.05,16.625,15.98,9.595,29.435
116.3229167,17.025,16.615,15.9875,9.4795,29.4325
116.3333333,17,16.605,15.995,9.364,29.43
116.34375,16.98,16.6,16.01,9.17875,29.4275
116.3541667,16.96,16.595,16.025,8.9935,29.425
116.3645833,16.94,16.5975,16.045,8.728,29.4225
116.375,16.92,16.6,16.065,8.4625,29.42
116.3854167,16.87,16.58,16.0625,8.233,29.4125
116.3958333,16.82,16.56,16.06,8.0035,29.405
116.40625,16.73,16.525,16.045,7.94575,29.405
116.4166667,16.64,16.49,16.03,7.888,29.405
116.4270833,16.5425,16.44,16.0075,8.1145,29.4025
116.4375,16.445,16.39,15.985,8.341,29.4
116.4479167,16.385,16.36,15.9775,8.77875,29.3975
116.4583333,16.325,16.33,15.97,9.2165,29.395
116.46875,16.285,16.31,15.9675,9.418,29.39
116.4791667,16.245,16.29,15.965,9.6195,29.385
116.4895833,16.2,16.2575,15.945,9.96225,29.385
116.5,16.155,16.225,15.925,10.305,29.385
116.5104167,16.105,16.18,15.89,11.385,29.3825
116.5208333,16.055,16.135,15.855,12.465,29.38
116.53125,16.045,16.1125,15.8475,12.745,29.3725
116.5416667,16.035,16.09,15.84,13.025,29.365
116.5520833,16.025,16.0475,15.81,12.56,29.36
116.5625,16.015,16.005,15.78,12.095,29.355
116.5729167,16.03,15.9775,15.7525,12.595,29.345
116.5833333,16.045,15.95,15.725,13.095,29.335
116.59375,16.095,15.9425,15.7125,13.6225,29.325
116.6041667,16.145,15.935,15.7,14.15,29.315
116.6145833,16.2325,15.9425,15.6925,14.2,29.3
116.625,16.32,15.95,15.685,14.25,29.285
116.6354167,16.4325,15.9675,15.6825,14.42,29.2675
116.6458333,16.545,15.985,15.68,14.59,29.25
116.65625,16.705,16.0325,15.6975,14.995,29.23
116.6666667,16.865,16.08,15.715,15.4,29.21
116.6770833,17.045,16.1275,15.725,15.935,29.1875
116.6875,17.225,16.175,15.735,16.47,29.165
116.6979167,17.415,16.2325,15.7475,16.61,29.1475
116.7083333,17.605,16.29,15.76,16.75,29.13
116.71875,17.8375,16.3725,15.7925,16.7625,29.1075
116.7291667,18.07,16.455,15.825,16.775,29.085
116.7395833,18.3125,16.5325,15.835,16.7075,29.0625
116.75,18.555,16.61,15.845,16.64,29.04
116.7604167,18.825,16.705,15.8675,16.165,29.0225
116.7708333,19.095,16.8,15.89,15.69,29.005
116.78125,19.36,16.915,15.9175,15.665,28.9875
116.7916667,19.625,17.03,15.945,15.64,28.97
116.8020833,19.905,17.16,15.9875,15.765,28.9475
116.8125,20.185,17.29,16.03,15.89,28.925
116.8229167,20.44,17.42,16.0775,15.9175,28.9025
116.8333333,20.695,17.55,16.125,15.945,28.88
116.84375,20.8775,17.6925,16.19,15.675,28.8575
116.8541667,21.06,17.835,16.255,15.405,28.835
116.8645833,21.165,17.9575,16.3175,14.95,28.82
116.875,21.27,18.08,16.38,14.495,28.805
116.8854167,21.29,18.1725,16.4225,15.1475,28.785
116.8958333,21.31,18.265,16.465,15.8,28.765
116.90625,21.335,18.355,16.535,15.655,28.75
116.9166667,21.36,18.445,16.605,15.51,28.735
116.9270833,21.36,18.5175,16.6675,15.315,28.72
116.9375,21.36,18.59,16.73,15.12,28.705
116.9479167,21.325,18.6325,16.7675,14.87,28.6975
116.9583333,21.29,18.675,16.805,14.62,28.69
116.96875,21.26,18.7325,16.875,14.165,28.6875
116.9791667,21.23,18.79,16.945,13.71,28.685
116.9895833,21.175,18.8325,16.9975,13.7025,28.6875
117,21.12,18.875,17.05,13.695,28.69
117.0104167,21.08,18.9275,17.1275,12.7425,28.6925
117.0208333,21.04,18.98,17.205,11.79,28.695
117.03125,20.9625,18.9925,17.25,10.79675,28.695
117.0416667,20.885,19.005,17.295,9.8035,28.695
117.0520833,20.7675,19,17.32,9.54375,28.6925
117.0625,20.65,18.995,17.345,9.284,28.69
117.0729167,20.52,18.98,17.3675,9.27075,28.6875
117.0833333,20.39,18.965,17.39,9.2575,28.685
117.09375,20.265,18.9375,17.4075,9.2295,28.6825
117.1041667,20.14,18.91,17.425,9.2015,28.68
117.1145833,20.02,18.8775,17.44,9.0985,28.6775
117.125,19.9,18.845,17.455,8.9955,28.675
117.1354167,19.7825,18.8075,17.465,8.81675,28.67
117.1458333,19.665,18.77,17.475,8.638,28.665
117.15625,19.55,18.7225,17.4725,8.68725,28.66
117.1666667,19.435,18.675,17.47,8.7365,28.655
117.1770833,19.355,18.6525,17.4925,8.7165,28.655
117.1875,19.275,18.63,17.515,8.6965,28.655
117.1979167,19.1875,18.585,17.51,8.84275,28.6525
117.2083333,19.1,18.54,17.505,8.989,28.65
117.21875,19.0175,18.4925,17.4975,9.26075,28.645
117.2291667,18.935,18.445,17.49,9.5325,28.64
117.2395833,18.8775,18.41,17.49,9.53025,28.6375
117.25,18.82,18.375,17.49,9.528,28.635
117.2604167,18.7625,18.3325,17.4775,9.6045,28.6325
117.2708333,18.705,18.29,17.465,9.681,28.63
117.28125,18.665,18.265,17.4675,9.3905,28.625
117.2916667,18.625,18.24,17.47,9.1,28.62
117.3020833,18.58,18.2175,17.4725,8.903,28.6175
117.3125,18.535,18.195,17.475,8.706,28.615
117.3229167,18.4425,18.15,17.4625,8.65675,28.6125
117.3333333,18.35,18.105,17.45,8.6075,28.61
117.34375,18.26,18.06,17.43,8.751,28.605
117.3541667,18.17,18.015,17.41,8.8945,28.6
117.3645833,18.0975,17.9675,17.38,8.9525,28.5975
117.375,18.025,17.92,17.35,9.0105,28.595
117.3854167,17.955,17.8775,17.33,9.43875,28.5925
117.3958333,17.885,17.835,17.31,9.867,28.59
117.40625,17.83,17.7975,17.2975,9.71925,28.585
117.4166667,17.775,17.76,17.285,9.5715,28.58
117.4270833,17.6925,17.71,17.2575,9.69225,28.5775
117.4375,17.61,17.66,17.23,9.813,28.575
117.4479167,17.5275,17.6225,17.215,9.61925,28.5675
117.4583333,17.445,17.585,17.2,9.4255,28.56
117.46875,17.3525,17.5375,17.18,9.24625,28.555
117.4791667,17.26,17.49,17.16,9.067,28.55
117.4895833,17.16,17.4375,17.125,9.7085,28.545
117.5,17.06,17.385,17.09,10.35,28.54
117.5104167,16.9875,17.3425,17.0725,11.27,28.535
117.5208333,16.915,17.3,17.055,12.19,28.53
117.53125,16.895,17.275,17.0575,12.165,28.5275
117.5416667,16.875,17.25,17.06,12.14,28.525
117.5520833,16.8725,17.1975,17.03,11.9325,28.52
117.5625,16.87,17.145,17,11.725,28.515
117.5729167,16.8775,17.0875,16.9425,12.0925,28.51
117.5833333,16.885,17.03,16.885,12.46,28.505
117.59375,16.9525,17.0125,16.87,11.9525,28.4925
117.6041667,17.02,16.995,16.855,11.445,28.48
117.6145833,17.1025,16.9875,16.83,11.4075,28.4725
117.625,17.185,16.98,16.805,11.37,28.465
117.6354167,17.2775,16.9875,16.785,11.9025,28.445
117.6458333,17.37,16.995,16.765,12.435,28.425
117.65625,17.48,17.0225,16.7675,12.055,28.4
117.6666667,17.59,17.05,16.77,11.675,28.375
117.6770833,17.735,17.0875,16.7775,11.3075,28.3525
117.6875,17.88,17.125,16.785,10.94,28.33
117.6979167,18.03,17.1625,16.785,10.9225,28.31
117.7083333,18.18,17.2,16.785,10.905,28.29
117.71875,18.3375,17.25,16.7925,10.51525,28.2725
117.7291667,18.495,17.3,16.8,10.1255,28.255
117.7395833,18.6325,17.355,16.805,10.061,28.24
117.75,18.77,17.41,16.81,9.9965,28.225
117.7604167,18.905,17.47,16.8175,10.32825,28.205
117.7708333,19.04,17.53,16.825,10.66,28.185
117.78125,19.27,17.6,16.8475,10.67,28.165
117.7916667,19.5,17.67,16.87,10.68,28.145
117.8020833,19.77,17.755,16.8925,10.8725,28.125
117.8125,20.04,17.84,16.915,11.065,28.105
117.8229167,20.295,17.945,16.9475,11.075,28.085
117.8333333,20.55,18.05,16.98,11.085,28.065
117.84375,20.7675,18.1575,17.0125,10.76,28.045
117.8541667,20.985,18.265,17.045,10.435,28.025
117.8645833,21.0875,18.375,17.085,10.425,28.0025
117.875,21.19,18.485,17.125,10.415,27.98
117.8854167,21.2425,18.58,17.17,10.39,27.96
117.8958333,21.295,18.675,17.215,10.365,27.94
117.90625,21.3225,18.76,17.2725,9.81025,27.925
117.9166667,21.35,18.845,17.33,9.2555,27.91
117.9270833,21.3275,18.905,17.375,9.00375,27.9
117.9375,21.305,18.965,17.42,8.752,27.89
117.9479167,21.25,19,17.45,8.907,27.8825
117.9583333,21.195,19.035,17.48,9.062,27.875
117.96875,21.14,19.0675,17.52,9.22475,27.87
117.9791667,21.085,19.1,17.56,9.3875,27.865
117.9895833,21.015,19.125,17.605,8.94625,27.8575
118,20.945,19.15,17.65,8.505,27.85
118.0104167,20.8475,19.1725,17.7,7.92175,27.8475
118.0208333,20.75,19.195,17.75,7.3385,27.845
118.03125,20.625,19.1825,17.7725,6.963,27.84
118.0416667,20.5,19.17,17.795,6.5875,27.835
118.0520833,20.3575,19.1425,17.8075,6.379,27.83
118.0625,20.215,19.115,17.82,6.1705,27.825
118.0729167,20.075,19.1025,17.85,6.16125,27.8225
118.0833333,19.935,19.09,17.88,6.152,27.82
118.09375,19.8025,19.0525,17.895,6.22075,27.8125
118.1041667,19.67,19.015,17.91,6.2895,27.805
118.1145833,19.5525,18.9575,17.91,6.2905,27.8
118.125,19.435,18.9,17.91,6.2915,27.795
118.1354167,19.3325,18.85,17.9025,6.3825,27.7925
118.1458333,19.23,18.8,17.895,6.4735,27.79
118.15625,19.1525,18.7575,17.89,6.5165,27.785
118.1666667,19.075,18.715,17.885,6.5595,27.78
118.1770833,19.0075,18.67,17.8775,6.60375,27.7775
118.1875,18.94,18.625,17.87,6.648,27.775
118.1979167,18.885,18.595,17.8625,6.69875,27.7725
118.2083333,18.83,18.565,17.855,6.7495,27.77
118.21875,18.7775,18.525,17.8425,6.91425,27.765
118.2291667,18.725,18.485,17.83,7.079,27.76
118.2395833,18.6775,18.4475,17.8125,7.5565,27.755
118.25,18.63,18.41,17.795,8.034,27.75
118.2604167,18.5925,18.3775,17.7825,8.29875,27.7475
118.2708333,18.555,18.345,17.77,8.5635,27.745
118.28125,18.5125,18.3125,17.7575,8.82025,27.74
118.2916667,18.47,18.28,17.745,9.077,27.735
118.3020833,18.4275,18.2425,17.7225,9.35175,27.7325
118.3125,18.385,18.205,17.7,9.6265,27.73
118.3229167,18.365,18.1875,17.7025,9.6955,27.7275
118.3333333,18.345,18.17,17.705,9.7645,27.725
118.34375,18.3075,18.1425,17.6875,10.12725,27.7225
118.3541667,18.27,18.115,17.67,10.49,27.72
118.3645833,18.2325,18.085,17.65,11.1925,27.7175
118.375,18.195,18.055,17.63,11.895,27.715
118.3854167,18.175,18.03,17.6175,13.2175,27.7125
118.3958333,18.155,18.005,17.605,14.54,27.71
118.40625,18.1425,17.9875,17.595,15.675,27.71
118.4166667,18.13,17.97,17.585,16.81,27.71
118.4270833,18.1225,17.95,17.575,17.2575,27.71
118.4375,18.115,17.93,17.565,17.705,27.71
118.4479167,18.1,17.915,17.55,19.1325,27.705
118.4583333,18.085,17.9,17.535,20.56,27.7
118.46875,18.07,17.8825,17.52,22.12,27.7
118.4791667,18.055,17.865,17.505,23.68,27.7
118.4895833,18.045,17.8425,17.4875,26.35,27.6975
118.5,18.035,17.82,17.47,29.02,27.695
118.5104167,18.0275,17.795,17.4425,30.805,27.6975
118.5208333,18.02,17.77,17.415,32.59,27.7
118.53125,18.0325,17.7575,17.4025,33.6725,27.7
118.5416667,18.045,17.745,17.39,34.755,27.7
118.5520833,18.045,17.715,17.355,35.225,27.6975
118.5625,18.045,17.685,17.32,35.695,27.695
118.5729167,18.105,17.6975,17.325,32.255,27.695
118.5833333,18.165,17.71,17.33,28.815,27.695
118.59375,18.2175,17.715,17.3225,27.615,27.6925
118.6041667,18.27,17.72,17.315,26.415,27.69
118.6145833,18.3175,17.73,17.31,25.82,27.69
118.625,18.365,17.74,17.305,25.225,27.69
118.6354167,18.42,17.755,17.3,24.475,27.6875
118.6458333,18.475,17.77,17.295,23.725,27.685
118.65625,18.545,17.7875,17.2925,23.105,27.6825
118.6666667,18.615,17.805,17.29,22.485,27.68
118.6770833,18.725,17.84,17.3075,20.99,27.675
118.6875,18.835,17.875,17.325,19.495,27.67
118.6979167,18.915,17.8975,17.3125,19.9575,27.66
118.7083333,18.995,17.92,17.3,20.42,27.65
118.71875,19.13,17.97,17.3175,20.055,27.63
118.7291667,19.265,18.02,17.335,19.69,27.61
118.7395833,19.47,18.07,17.3525,19.02,27.595
118.75,19.675,18.12,17.37,18.35,27.58
118.7604167,19.93,18.1925,17.39,17.7625,27.5675
118.7708333,20.185,18.265,17.41,17.175,27.555
118.78125,20.445,18.355,17.4325,16.47,27.5375
118.7916667,20.705,18.445,17.455,15.765,27.52
118.8020833,20.955,18.5575,17.4875,15.5225,27.495
118.8125,21.205,18.67,17.52,15.28,27.47
118.8229167,21.4275,18.785,17.56,14.5975,27.4425
118.8333333,21.65,18.9,17.6,13.915,27.415
118.84375,21.78,19.005,17.6375,13.6,27.39
118.8541667,21.91,19.11,17.675,13.285,27.365
118.8645833,21.96,19.205,17.715,12.98,27.3425
118.875,22.01,19.3,17.755,12.675,27.32
118.8854167,21.9925,19.3725,17.795,12.52,27.295
118.8958333,21.975,19.445,17.835,12.365,27.27
118.90625,21.935,19.5025,17.8875,12.2375,27.2475
118.9166667,21.895,19.56,17.94,12.11,27.225
118.9270833,21.83,19.5975,17.9825,11.915,27.2075
118.9375,21.765,19.635,18.025,11.72,27.19
118.9479167,21.6925,19.6525,18.0575,11.4275,27.1725
118.9583333,21.62,19.67,18.09,11.135,27.155
118.96875,21.555,19.6875,18.13,11.11,27.1425
118.9791667,21.49,19.705,18.17,11.085,27.13
118.9895833,21.4175,19.72,18.2125,10.7725,27.125
119,21.345,19.735,18.255,10.46,27.12
119.0104167,21.26,19.74,18.29,9.67925,27.1125
119.0208333,21.175,19.745,18.325,8.8985,27.105
119.03125,21.08,19.7425,18.3575,7.8615,27.1025
119.0416667,20.985,19.74,18.39,6.8245,27.1
119.0520833,20.845,19.71,18.4025,6.36175,27.095
119.0625,20.705,19.68,18.415,5.899,27.09
119.0729167,20.5125,19.6275,18.4,5.89325,27.0825
119.0833333,20.32,19.575,18.385,5.8875,27.075
119.09375,20.17,19.5425,18.41,5.81325,27.07
119.1041667,20.02,19.51,18.435,5.739,27.065
119.1145833,19.85,19.4475,18.43,5.648,27.0575
119.125,19.68,19.385,18.425,5.557,27.05
119.1354167,19.51,19.3175,18.405,5.56725,27.04
119.1458333,19.34,19.25,18.385,5.5775,27.03
119.15625,19.1775,19.175,18.3675,5.59,27.0225
119.1666667,19.015,19.1,18.35,5.6025,27.015
119.1770833,18.8875,19.0425,18.35,5.47375,27.01
119.1875,18.76,18.985,18.35,5.345,27.005
119.1979167,18.6175,18.9,18.315,5.361,26.9975
119.2083333,18.475,18.815,18.28,5.377,26.99
119.21875,18.3525,18.7375,18.2525,5.46825,26.9825
119.2291667,18.23,18.66,18.225,5.5595,26.975
119.2395833,18.1275,18.5875,18.195,5.55025,26.9675
119.25,18.025,18.515,18.165,5.541,26.96
119.2604167,17.93,18.4475,18.14,5.52275,26.9525
119.2708333,17.835,18.38,18.115,5.5045,26.945
119.28125,17.74,18.31,18.08,5.559,26.9375
119.2916667,17.645,18.24,18.045,5.6135,26.93
119.3020833,17.5725,18.1825,18.0175,5.66,26.925
119.3125,17.5,18.125,17.99,5.7065,26.92
119.3229167,17.4325,18.0675,17.965,5.5765,26.9125
119.3333333,17.365,18.01,17.94,5.4465,26.905
119.34375,17.2825,17.955,17.9075,5.40825,26.9025
119.3541667,17.2,17.9,17.875,5.37,26.9
119.3645833,17.105,17.8325,17.83,5.4645,26.8925
119.375,17.01,17.765,17.785,5.559,26.885
119.3854167,16.935,17.705,17.7475,5.78875,26.88
119.3958333,16.86,17.645,17.71,6.0185,26.875
119.40625,16.83,17.595,17.6775,6.184,26.8725
119.4166667,16.8,17.545,17.645,6.3495,26.87
119.4270833,16.7925,17.5025,17.6225,6.45525,26.865
119.4375,16.785,17.46,17.6,6.561,26.86
119.4479167,16.77,17.42,17.57,6.7705,26.8575
119.4583333,16.755,17.38,17.54,6.98,26.855
119.46875,16.755,17.3525,17.5175,7.0665,26.85
119.4791667,16.755,17.325,17.495,7.153,26.845
119.4895833,16.765,17.3,17.4725,7.166,26.8425
119.5,16.775,17.275,17.45,7.179,26.84
119.5104167,16.7775,17.2525,17.425,7.24325,26.8375
119.5208333,16.78,17.23,17.4,7.3075,26.835
119.53125,16.7825,17.21,17.3775,7.348,26.835
119.5416667,16.785,17.19,17.355,7.3885,26.835
119.5520833,16.7875,17.175,17.335,7.439,26.83
119.5625,16.79,17.16,17.315,7.4895,26.825
119.5729167,16.795,17.1425,17.2925,7.60175,26.82
119.5833333,16.8,17.125,17.27,7.714,26.815
119.59375,16.8075,17.1125,17.25,7.7915,26.8125
119.6041667,16.815,17.1,17.23,7.869,26.81
119.6145833,16.845,17.0975,17.2225,7.865,26.8075
119.625,16.875,17.095,17.215,7.861,26.805
119.6354167,16.9275,17.095,17.2025,8.0985,26.8
119.6458333,16.98,17.095,17.19,8.336,26.795
119.65625,17.06,17.1075,17.1875,8.12775,26.79
119.6666667,17.14,17.12,17.185,7.9195,26.785
119.6770833,17.2025,17.1275,17.1725,7.9165,26.785
119.6875,17.265,17.135,17.16,7.9135,26.785
119.6979167,17.31,17.1475,17.1475,8.1775,26.7825
119.7083333,17.355,17.16,17.135,8.4415,26.78
119.71875,17.43,17.18,17.135,8.48175,26.775
119.7291667,17.505,17.2,17.135,8.522,26.77
119.7395833,17.58,17.2075,17.12,8.602,26.77
119.75,17.655,17.215,17.105,8.682,26.77
119.7604167,17.735,17.2375,17.1,8.721,26.765
119.7708333,17.815,17.26,17.095,8.76,26.76
119.78125,17.895,17.2925,17.095,8.87875,26.76
119.7916667,17.975,17.325,17.095,8.9975,26.76
119.8020833,18.035,17.3325,17.0775,9.31,26.755
119.8125,18.095,17.34,17.06,9.6225,26.75
119.8229167,18.1925,17.3825,17.0725,9.59875,26.745
119.8333333,18.29,17.425,17.085,9.575,26.74
119.84375,18.385,17.4575,17.085,10.255,26.735
119.8541667,18.48,17.49,17.085,10.935,26.73
119.8645833,18.615,17.545,17.1075,10.865,26.725
119.875,18.75,17.6,17.13,10.795,26.72
119.8854167,18.885,17.6525,17.1475,10.365,26.7175
119.8958333,19.02,17.705,17.165,9.935,26.715
119.90625,19.0975,17.76,17.18,10.19,26.71
119.9166667,19.175,17.815,17.195,10.445,26.705
