TOA5,CR800_okl,CR800,8817,CR800.Std.07,CPU:chamber_COS_OK.CR8,29261
TIMESTAMP,RECORD,BattV_Avg,soil_moist_Avg,soil_moist_Std,soil_temp_C_Avg,soil_temp_C_Std
TS,RN,Volts,wfv,wfv,deg_c,deg_c
,,Avg,Avg,Std,Avg,Std
7/05/12 23:00,1686,12.25,0.278,0.002,20.08,0.086
7/05/12 23:30,1687,12.25,0.278,0.002,19.71,0.225
8/05/12 0:00,1688,12.25,0.277,0,19.12,0.123
8/05/12 0:30,1689,12.25,0.274,0.002,18.78,0.127
8/05/12 1:00,1690,12.25,0.275,0.001,18.61,0.042
8/05/12 1:30,1691,12.25,0.276,0.001,18.6,0.029
8/05/12 2:00,1692,12.25,0.273,0.001,18.28,0.104
8/05/12 2:30,1693,12.25,0.273,0,18.36,0.083
8/05/12 3:00,1694,12.25,0.274,0,18.4,0.011
8/05/12 3:30,1695,12.25,0.274,0,18.4,0.018
8/05/12 4:00,1696,12.25,0.274,0.001,18.38,0.066
8/05/12 4:30,1697,12.25,0.272,0.001,17.99,0.128
8/05/12 5:00,1698,12.25,0.273,0.001,17.52,0.15
8/05/12 5:30,1699,12.25,0.271,0.001,17.14,0.12
8/05/12 6:00,1700,12.25,0.271,0.001,16.58,0.224
8/05/12 6:30,1701,12.25,0.27,0.001,16.21,0.034
8/05/12 7:00,1702,12.25,0.271,0.001,16.23,0.046
8/05/12 7:30,1703,12.25,0.268,0.001,16.28,0.041
8/05/12 8:00,1704,12.25,0.27,0.001,16.28,0.04
8/05/12 8:30,1705,12.25,0.271,0.001,16.26,0.048
8/05/12 9:00,1706,12.25,0.269,0.002,16.07,0.094
8/05/12 9:30,1707,12.25,0.268,0,15.86,0.093
8/05/12 10:00,1708,12.25,0.269,0,15.72,0.037
8/05/12 10:30,1709,12.25,0.266,0.002,15.69,0.052
8/05/12 11:00,1710,12.25,0.266,0.001,15.41,0.129
8/05/12 11:30,1711,12.25,0.268,0.002,14.77,0.162
8/05/12 12:00,1712,12.25,0.265,0,14.47,0.096
8/05/12 12:30,1713,12.25,0.266,0,14.81,0.132
8/05/12 13:00,1714,12.25,0.267,0.001,15.18,0.153
8/05/12 13:30,1715,12.25,0.267,0.002,15.64,0.164
8/05/12 14:00,1716,12.25,0.265,0.002,16.49,0.378
8/05/12 14:30,1717,12.25,0.266,0.002,17.55,0.191
8/05/12 15:00,1718,12.25,0.267,0.001,18.24,0.458
8/05/12 15:30,1719,12.25,0.266,0,19.98,0.425
8/05/12 16:00,1720,12.25,0.267,0.001,21.53,0.401
8/05/12 16:30,1721,12.25,0.267,0.001,22.84,0.435
8/05/12 17:00,1722,12.25,0.266,0,23.93,0.195
8/05/12 17:30,1723,12.25,0.266,0,24.29,0.169
8/05/12 18:00,1724,12.25,0.266,0,24.75,0.114
8/05/12 18:30,1725,12.25,0.267,0,25.51,0.163
8/05/12 19:00,1726,12.25,0.264,0.002,25.04,0.24
8/05/12 19:30,1727,12.25,0.263,0.001,24.49,0.209
8/05/12 20:00,1728,12.25,0.262,0.002,24.47,0.195
8/05/12 20:30,1729,12.25,0.26,0.001,24.49,0.219
8/05/12 21:00,1730,12.25,0.259,0.002,23.76,0.162
8/05/12 21:30,1731,12.25,0.257,0.002,23.33,0.159
8/05/12 22:00,1732,12.25,0.257,0.001,22.81,0.167
8/05/12 22:30,1733,12.25,0.254,0.001,22.47,0.094
8/05/12 23:00,1734,12.25,0.254,0.001,22.09,0.17
8/05/12 23:30,1735,12.25,0.253,0.002,21.54,0.174
9/05/12 0:00,1736,12.25,0.253,0.002,20.96,0.181
9/05/12 0:30,1737,12.25,0.251,0.002,20.36,0.175
9/05/12 1:00,1738,12.25,0.25,0.001,19.72,0.198
9/05/12 1:30,1739,12.25,0.248,0,18.94,0.257
9/05/12 2:00,1740,12.25,0.249,0.002,18.15,0.243
9/05/12 2:30,1741,12.25,0.248,0.001,17.4,0.183
9/05/12 3:00,1742,12.25,0.247,0.002,16.89,0.111
9/05/12 3:30,1743,12.25,0.249,0.001,16.66,0.113
9/05/12 4:00,1744,12.25,0.246,0.001,16.27,0.086
9/05/12 4:30,1745,12.25,0.247,0,15.98,0.102
9/05/12 5:00,1746,12.25,0.245,0.002,15.72,0.046
9/05/12 5:30,1747,12.25,0.245,0.001,15.66,0.083
9/05/12 6:00,1748,12.25,0.247,0.001,15.48,0.041
9/05/12 6:30,1749,12.25,0.246,0.002,15.36,0.076
9/05/12 7:00,1750,12.25,0.244,0.001,15.09,0.13
9/05/12 7:30,1751,12.25,0.245,0,14.8,0.106
9/05/12 8:00,1752,12.25,0.244,0.002,14.58,0.109
9/05/12 8:30,1753,12.25,0.244,0.001,14.34,0.051
9/05/12 9:00,1754,12.25,0.245,0,14.3,0.015
9/05/12 9:30,1755,12.25,0.245,0.001,14.29,0.034
9/05/12 10:00,1756,12.25,0.242,0.002,14.1,0.042
9/05/12 10:30,1757,12.25,0.242,0,14.1,0.019
9/05/12 11:00,1758,12.25,0.242,0,13.95,0.102
9/05/12 11:30,1759,12.25,0.243,0.001,13.74,0.049
9/05/12 12:00,1760,12.25,0.243,0.002,13.7,0.011
9/05/12 12:30,1761,12.25,0.242,0,13.9,0.127
9/05/12 13:00,1762,12.25,0.242,0,14.42,0.216
9/05/12 13:30,1763,12.25,0.242,0,15.25,0.311
9/05/12 14:00,1764,12.25,0.245,0.002,16.42,0.28
9/05/12 14:30,1765,12.25,0.243,0.001,17.29,0.34
9/05/12 15:00,1766,12.25,0.243,0.001,18.84,0.517
9/05/12 15:30,1767,12.25,0.245,0.002,21.43,1.098
9/05/12 16:00,1768,12.25,0.246,0.002,24.75,0.876
9/05/12 16:30,1769,12.25,0.248,0.002,27.3,0.694
9/05/12 17:00,1770,12.25,0.249,0.002,29.25,0.432
9/05/12 17:30,1771,12.25,0.251,0.002,30.4,0.425
9/05/12 18:00,1772,12.25,0.251,0.001,31.21,0.304
9/05/12 18:30,1773,12.25,0.251,0.002,32.19,0.238
9/05/12 19:00,1774,12.25,0.25,0.001,30.75,0.511
9/05/12 19:30,1775,12.25,0.247,0.002,29.79,0.307
9/05/12 20:00,1776,12.24,0.244,0.002,28.97,0.17
9/05/12 20:30,1777,12.25,0.243,0.002,28.63,0.268
9/05/12 21:00,1778,12.25,0.241,0.002,27.82,0.3
9/05/12 21:30,1779,12.25,0.24,0.001,26.79,0.434
9/05/12 22:00,1780,12.24,0.238,0.002,25.88,0.082
9/05/12 22:30,1781,12.24,0.237,0.002,25.34,0.256
9/05/12 23:00,1782,12.24,0.236,0.002,24.29,0.214
9/05/12 23:30,1783,12.24,0.235,0.001,23.71,0.163
10/05/12 0:00,1784,12.24,0.234,0.001,22.91,0.247
10/05/12 0:30,1785,12.24,0.232,0.002,22.38,0.165
10/05/12 1:00,1786,12.24,0.232,0.002,21.75,0.182
10/05/12 1:30,1787,12.25,0.232,0.001,21.04,0.254
10/05/12 2:00,1788,12.25,0.23,0.002,20.1,0.242
10/05/12 2:30,1789,12.25,0.231,0.002,19.43,0.2
10/05/12 3:00,1790,12.25,0.229,0,18.92,0.15
10/05/12 3:30,1791,12.25,0.228,0.002,18.53,0.102
10/05/12 4:00,1792,12.25,0.23,0.001,18.17,0.135
10/05/12 4:30,1793,12.25,0.228,0.001,17.94,0.052
10/05/12 5:00,1794,12.25,0.228,0,17.66,0.127
10/05/12 5:30,1795,12.25,0.228,0.002,17.33,0.105
10/05/12 6:00,1796,12.25,0.228,0.001,17.09,0.1
10/05/12 6:30,1797,12.25,0.228,0.002,16.85,0.089
10/05/12 7:00,1798,12.25,0.226,0.001,16.61,0.122
10/05/12 7:30,1799,12.25,0.226,0.001,16.3,0.027
10/05/12 8:00,1800,12.25,0.227,0.002,16.18,0.097
10/05/12 8:30,1801,12.25,0.225,0.001,16.03,0.067
10/05/12 9:00,1802,12.25,0.227,0,15.79,0.106
10/05/12 9:30,1803,12.25,0.227,0.001,15.5,0.092
10/05/12 10:00,1804,12.25,0.224,0.002,15.08,0.191
10/05/12 10:30,1805,12.25,0.226,0.001,14.72,0.058
10/05/12 11:00,1806,12.25,0.226,0.002,14.66,0.049
10/05/12 11:30,1807,12.25,0.224,0,14.39,0.121
10/05/12 12:00,1808,12.25,0.225,0.001,14.34,0.051
10/05/12 12:30,1809,12.25,0.225,0.001,14.71,0.137
10/05/12 13:00,1810,12.25,0.225,0.001,15.3,0.236
10/05/12 13:30,1811,12.25,0.225,0,16.25,0.361
10/05/12 14:00,1812,12.25,0.226,0.002,17.47,0.335
10/05/12 14:30,1813,12.25,0.225,0.001,18.62,0.184
10/05/12 15:00,1814,12.25,0.226,0.002,19.79,0.515
10/05/12 15:30,1815,12.25,0.227,0.001,21.73,0.603
10/05/12 16:00,1816,12.25,0.228,0.002,24.26,0.863
10/05/12 16:30,1817,12.25,0.229,0.002,27.52,0.972
10/05/12 17:00,1818,12.25,0.231,0.002,30.34,0.582
10/05/12 17:30,1819,12.25,0.232,0.002,32.17,0.48
10/05/12 18:00,1820,12.25,0.231,0.002,33.38,0.29
10/05/12 18:30,1821,12.25,0.23,0,33.45,0.223
10/05/12 19:00,1822,12.25,0.231,0.002,32.7,0.322
10/05/12 19:30,1823,12.25,0.228,0.002,31.96,0.237
10/05/12 20:00,1824,12.24,0.227,0.002,31.36,0.247
10/05/12 20:30,1825,12.24,0.226,0.002,30.66,0.27
10/05/12 21:00,1826,12.24,0.224,0.002,29.75,0.255
10/05/12 21:30,1827,12.24,0.223,0.002,29.06,0.284
10/05/12 22:00,1828,12.24,0.221,0.002,28.13,0.27
10/05/12 22:30,1829,12.24,0.22,0.002,27.22,0.288
10/05/12 23:00,1830,12.24,0.218,0.002,26.43,0.307
10/05/12 23:30,1831,12.24,0.218,0.002,25.41,0.329
11/05/12 0:00,1832,12.24,0.216,0.002,24.45,0.243
11/05/12 0:30,1833,12.24,0.216,0.001,23.76,0.153
11/05/12 1:00,1834,12.25,0.215,0.002,23.05,0.29
11/05/12 1:30,1835,12.25,0.215,0.002,22.08,0.293
11/05/12 2:00,1836,12.25,0.212,0.002,21.24,0.222
11/05/12 2:30,1837,12.25,0.213,0.002,20.55,0.202
11/05/12 3:00,1838,12.25,0.212,0.001,20.02,0.139
11/05/12 3:30,1839,12.25,0.212,0.002,19.63,0.125
11/05/12 4:00,1840,12.25,0.212,0.001,19.2,0.125
11/05/12 4:30,1841,12.25,0.209,0.001,18.92,0.101
11/05/12 5:00,1842,12.25,0.212,0.001,18.61,0.052
11/05/12 5:30,1843,12.25,0.21,0.001,18.42,0.075
11/05/12 6:00,1844,12.25,0.211,0.001,18.15,0.105
11/05/12 6:30,1845,12.25,0.21,0.002,17.91,0.091
11/05/12 7:00,1846,12.25,0.21,0.002,17.65,0.084
11/05/12 7:30,1847,12.25,0.211,0.001,17.4,0.1
11/05/12 8:00,1848,12.25,0.208,0.001,17.18,0.109
11/05/12 8:30,1849,12.25,0.209,0,16.94,0.09
11/05/12 9:00,1850,12.25,0.209,0,16.81,0.048
11/05/12 9:30,1851,12.25,0.207,0.002,16.8,0.021
11/05/12 10:00,1852,12.25,0.207,0.002,16.8,0
11/05/12 10:30,1853,12.25,0.209,0.001,16.78,0.038
11/05/12 11:00,1854,12.25,0.209,0,16.59,0.114
11/05/12 11:30,1855,12.25,0.209,0.002,16.21,0.101
11/05/12 12:00,1856,12.25,0.206,0,16,0.026
11/05/12 12:30,1857,12.25,0.207,0,16.13,0.112
11/05/12 13:00,1858,12.25,0.207,0.001,16.58,0.181
11/05/12 13:30,1859,12.25,0.206,0,17.1,0.2
11/05/12 14:00,1860,12.25,0.209,0.002,18.05,0.234
11/05/12 14:30,1861,12.25,0.209,0.001,18.73,0.25
11/05/12 15:00,1862,12.25,0.209,0.002,19.23,0.165
11/05/12 15:30,1863,12.25,0.209,0,19.72,0.144
