TOA5,CR800_okl,CR800,8817,CR800.Std.07,CPU:chamber_COS_OK.CR8,29261
TIMESTAMP,RECORD,BattV_Avg,soil_moist_Avg,soil_moist_Std,soil_temp_C_Avg,soil_temp_C_Std
TS,RN,Volts,wfv,wfv,deg_c,deg_c
,,Avg,Avg,Std,Avg,Std
1/04/12 1:00,0,12.24,0.204,0.001,20.29,0.038
1/04/12 1:30,1,12.25,0.205,0.001,19.87,0.195
1/04/12 2:00,2,12.25,0.203,0.001,19.25,0.159
1/04/12 2:30,0,12.25,0.203,0.002,18.9,0
1/04/12 3:00,1,12.25,0.202,0.001,18.77,0.139
1/04/12 3:30,2,12.25,0.203,0,18.6,0
1/04/12 4:00,3,12.25,0.203,0.001,18.6,0
1/04/12 4:30,4,12.25,0.203,0.002,18.6,0
1/04/12 5:00,5,12.25,0.2,0,18.51,0.099
1/04/12 5:30,6,12.25,0.202,0.001,18.4,0
1/04/12 6:00,7,12.25,0.202,0,18.27,0.095
1/04/12 6:30,8,12.25,0.202,0,18.2,0.018
1/04/12 7:00,9,12.25,0.203,0.002,18.04,0.076
1/04/12 7:30,10,12.25,0.201,0.001,17.83,0.139
1/04/12 8:00,11,12.25,0.201,0.001,17.51,0.05
1/04/12 8:30,12,12.25,0.203,0.001,17.37,0.127
1/04/12 9:00,13,12.25,0.199,0.001,16.89,0.124
1/04/12 9:30,14,12.25,0.201,0.001,16.78,0.038
1/04/12 10:00,15,12.25,0.201,0.002,16.7,0.012
1/04/12 10:30,16,12.25,0.199,0,16.74,0.049
1/04/12 11:00,17,12.25,0.199,0,16.8,0.018
1/04/12 11:30,18,12.25,0.199,0,16.82,0.057
1/04/12 12:00,19,12.25,0.199,0,16.95,0.089
1/04/12 12:30,20,12.25,0.199,0,17,0.011
1/04/12 13:00,21,12.25,0.199,0,17.01,0.048
1/04/12 13:30,22,12.25,0.199,0,17.24,0.055
1/04/12 14:00,23,12.25,0.2,0.001,17.6,0.166
1/04/12 14:30,24,12.25,0.2,0.002,18.09,0.158
1/04/12 15:00,25,12.25,0.203,0,18.62,0.158
1/04/12 15:30,26,12.25,0.202,0.001,19.14,0.151
1/04/12 16:00,27,12.25,0.202,0.001,19.64,0.166
1/04/12 16:30,28,12.25,0.202,0.002,20.25,0.197
1/04/12 17:00,29,12.25,0.199,0.001,20.81,0.147
1/04/12 17:30,30,12.25,0.199,0,21.19,0.101
1/04/12 18:00,31,12.25,0.199,0,21.54,0.147
1/04/12 18:30,32,12.25,0.199,0,21.96,0.12
1/04/12 19:00,33,12.25,0.197,0.002,22.44,0.102
1/04/12 19:30,34,12.25,0.196,0.001,22.67,0.096
1/04/12 20:00,35,12.25,0.197,0,22.8,0.011
1/04/12 20:30,36,12.25,0.197,0.002,22.83,0.067
1/04/12 21:00,37,12.25,0.196,0,22.82,0.055
1/04/12 21:30,38,12.25,0.195,0.002,22.77,0.069
1/04/12 22:00,39,12.25,0.195,0.002,22.6,0.015
1/04/12 22:30,40,12.25,0.194,0.002,22.5,0.1
1/04/12 23:00,41,12.25,0.194,0,22.4,0.035
1/04/12 23:30,42,12.25,0.194,0.001,22.13,0.122
2/04/12 0:00,43,12.25,0.191,0.001,21.85,0.089
2/04/12 0:30,44,12.25,0.191,0,21.56,0.117
2/04/12 1:00,45,12.25,0.193,0.002,21.18,0.103
2/04/12 1:30,46,12.25,0.192,0.002,20.78,0.119
2/04/12 2:00,47,12.25,0.192,0,20.42,0.104
2/04/12 2:30,48,12.25,0.192,0.001,20.24,0.091
2/04/12 3:00,49,12.25,0.189,0.001,20.24,0.091
2/04/12 3:30,50,12.25,0.19,0.001,20.11,0.034
2/04/12 4:00,51,12.25,0.191,0.001,20.1,0.021
2/04/12 4:30,52,12.25,0.192,0.001,19.93,0.074
2/04/12 5:00,53,12.25,0.193,0,19.89,0.049
2/04/12 5:30,54,12.25,0.193,0,19.72,0.058
2/04/12 6:00,55,12.25,0.19,0.002,19.66,0.076
2/04/12 6:30,56,12.25,0.189,0,19.5,0.021
2/04/12 7:00,57,12.25,0.19,0,19.45,0.085
2/04/12 7:30,58,12.25,0.19,0,19.3,0.015
2/04/12 8:00,59,12.25,0.19,0,19.28,0.066
2/04/12 8:30,60,12.25,0.19,0,19.11,0.033
2/04/12 9:00,61,12.25,0.188,0.002,19.11,0.034
2/04/12 9:30,62,12.25,0.187,0.001,19.25,0.087
2/04/12 10:00,63,12.25,0.188,0.001,19.23,0.096
2/04/12 10:30,64,12.25,0.188,0.001,19.12,0.058
2/04/12 11:00,65,12.25,0.189,0.001,19.1,0.011
2/04/12 11:30,66,12.25,0.19,0.001,19.1,0
2/04/12 12:00,67,12.25,0.19,0.001,19.1,0.018
2/04/12 12:30,68,12.25,0.19,0,19.02,0.097
2/04/12 13:00,69,12.25,0.19,0,19,0.1
2/04/12 13:30,70,12.25,0.19,0,19.1,0.018
2/04/12 14:00,71,12.25,0.19,0,19.24,0.093
2/04/12 14:30,72,12.25,0.19,0,19.52,0.103
2/04/12 15:00,73,12.25,0.19,0,19.95,0.179
2/04/12 15:30,74,12.25,0.19,0,20.49,0.162
2/04/12 16:00,75,12.25,0.19,0.001,21.04,0.167
2/04/12 16:30,76,12.25,0.191,0.001,21.58,0.154
2/04/12 17:00,77,12.24,0.191,0.001,22,0.141
2/04/12 17:30,78,12.24,0.189,0.002,22.48,0.104
2/04/12 18:00,79,12.24,0.188,0.001,22.84,0.12
2/04/12 18:30,80,12.24,0.188,0.001,23.24,0.131
2/04/12 19:00,81,12.24,0.188,0.001,23.61,0.102
2/04/12 19:30,82,12.24,0.188,0.001,23.7,0.018
2/04/12 20:00,0,12.24,0.188,0.002,23.7,0
2/04/12 20:30,1,12.24,0.188,0.002,23.7,0
2/04/12 21:00,2,12.24,0.187,0.001,23.69,0.036
2/04/12 21:30,3,12.24,0.187,0.002,23.51,0.049
2/04/12 22:00,4,12.24,0.186,0.002,23.32,0.082
2/04/12 22:30,5,12.24,0.188,0.001,23.02,0.083
2/04/12 23:00,6,12.24,0.186,0.002,22.72,0.182
2/04/12 23:30,7,12.24,0.184,0.001,22.01,0.209
3/04/12 0:00,8,12.24,0.185,0.002,21.71,0.033
3/04/12 0:30,9,12.24,0.183,0.002,21.62,0.097
3/04/12 1:00,10,12.24,0.186,0.001,21.27,0.138
3/04/12 1:30,11,12.24,0.184,0.002,20.95,0.125
3/04/12 2:00,12,12.25,0.182,0.001,20.62,0.1
3/04/12 2:30,13,12.25,0.184,0.002,20.28,0.114
3/04/12 3:00,14,12.25,0.182,0.002,20.04,0.09
3/04/12 3:30,15,12.25,0.184,0,19.8,0.1
3/04/12 4:00,16,12.25,0.183,0.002,19.52,0.062
3/04/12 4:30,17,12.25,0.181,0,19.46,0.078
3/04/12 5:00,18,12.25,0.182,0.001,19.23,0.095
3/04/12 5:30,19,12.25,0.182,0.002,19,0.1
3/04/12 6:00,20,12.25,0.181,0.001,18.69,0.126
3/04/12 6:30,21,12.25,0.182,0,18.6,0.011
3/04/12 7:00,22,12.25,0.181,0.002,18.34,0.165
3/04/12 7:30,23,12.25,0.181,0.002,17.9,0.102
3/04/12 8:00,24,12.25,0.18,0.002,17.59,0.13
3/04/12 8:30,25,12.25,0.18,0,17.19,0.12
3/04/12 9:00,26,12.25,0.178,0.002,16.68,0.138
3/04/12 9:30,27,12.25,0.178,0.002,16.49,0.04
3/04/12 10:00,28,12.25,0.178,0,16.5,0
3/04/12 10:30,29,12.25,0.178,0,16.36,0.109
3/04/12 11:00,30,12.25,0.179,0.002,15.97,0.136
3/04/12 11:30,31,12.25,0.175,0,15.93,0.097
3/04/12 12:00,32,12.25,0.177,0.001,15.96,0.078
3/04/12 12:30,33,12.25,0.178,0.001,15.8,0
3/04/12 13:00,34,12.25,0.179,0,15.8,0.015
3/04/12 13:30,35,12.25,0.177,0.002,15.81,0.039
3/04/12 14:00,36,12.25,0.176,0,15.95,0.092
3/04/12 14:30,37,12.24,0.177,0.001,16.24,0.057
3/04/12 15:00,38,12.24,0.176,0.002,16.44,0.093
3/04/12 15:30,39,12.24,0.176,0.001,16.56,0.134
3/04/12 16:00,40,12.25,0.176,0.002,17.08,0.141
3/04/12 16:30,41,12.25,0.188,0.021,17.02,0.232
3/04/12 17:00,42,12.25,0.247,0.003,16.47,0.077
3/04/12 17:30,43,12.25,0.248,0.008,16.27,0.047
3/04/12 18:00,44,12.24,0.28,0.005,16.03,0.088
3/04/12 18:30,45,12.25,0.287,0.001,16.37,0.165
3/04/12 19:00,46,12.25,0.287,0.001,17.06,0.224
3/04/12 19:30,47,12.25,0.29,0.001,17.25,0.05
3/04/12 20:00,48,12.25,0.297,0.004,17.19,0.033
3/04/12 20:30,49,12.24,0.307,0.002,17.34,0.114
3/04/12 21:00,50,12.25,0.311,0.001,17.85,0.123
3/04/12 21:30,51,12.25,0.309,0,18.1,0.1
3/04/12 22:00,52,12.25,0.308,0.001,18.24,0.082
3/04/12 22:30,53,12.25,0.306,0.002,18.21,0.046
3/04/12 23:00,54,12.25,0.304,0.001,18.08,0.098
3/04/12 23:30,55,12.25,0.302,0.002,17.94,0.05
4/04/12 0:00,56,12.25,0.3,0.001,17.81,0.099
4/04/12 0:30,57,12.25,0.298,0.001,17.69,0.042
4/04/12 1:00,58,12.25,0.296,0.002,17.42,0.102
4/04/12 1:30,59,12.25,0.294,0.001,17.19,0.079
4/04/12 2:00,60,12.25,0.293,0.002,17,0.031
4/04/12 2:30,61,12.25,0.292,0.002,17,0
4/04/12 3:00,62,12.25,0.289,0.001,16.98,0.061
4/04/12 3:30,63,12.25,0.289,0.002,16.98,0.055
4/04/12 4:00,64,12.25,0.287,0.001,16.89,0.1
4/04/12 4:30,65,12.25,0.287,0.002,16.8,0
4/04/12 5:00,66,12.25,0.291,0.003,16.77,0.047
4/04/12 5:30,67,12.25,0.296,0.002,16.69,0.041
4/04/12 6:00,68,12.25,0.298,0.001,16.43,0.103
4/04/12 6:30,69,12.25,0.298,0.001,16.3,0
4/04/12 7:00,70,12.25,0.297,0.001,16.29,0.027
4/04/12 7:30,71,12.25,0.296,0,16.3,0
4/04/12 8:00,72,12.25,0.296,0.001,16.3,0
4/04/12 8:30,73,12.25,0.298,0.001,16.23,0.052
4/04/12 9:00,74,12.25,0.296,0,16.01,0.056
4/04/12 9:30,75,12.25,0.297,0.001,15.83,0.075
4/04/12 10:00,76,12.25,0.295,0.001,15.74,0.049
4/04/12 10:30,77,12.25,0.293,0.001,15.57,0.101
4/04/12 11:00,78,12.25,0.293,0.001,15.37,0.072
4/04/12 11:30,79,12.25,0.293,0.001,15.08,0.102
4/04/12 12:00,80,12.25,0.29,0.001,14.88,0.072
4/04/12 12:30,81,12.25,0.291,0.001,14.68,0.045
4/04/12 13:00,82,12.25,0.289,0.002,14.6,0
4/04/12 13:30,83,12.25,0.289,0.002,14.6,0
4/04/12 14:00,84,12.25,0.287,0.001,14.47,0.095
4/04/12 14:30,85,12.25,0.286,0.001,14.65,0.05
4/04/12 15:00,86,12.25,0.286,0.002,14.73,0.082
4/04/12 15:30,87,12.25,0.286,0.001,14.99,0.1
4/04/12 16:00,88,12.25,0.285,0.001,15.49,0.16
4/04/12 16:30,89,12.25,0.285,0.001,15.82,0.123
4/04/12 17:00,90,12.25,0.278,0.003,16.3,0.225
4/04/12 17:30,91,12.25,0.276,0.001,17.21,0.3
4/04/12 18:00,92,12.25,0.275,0.002,18.22,0.318
4/04/12 18:30,93,12.25,0.274,0.001,18.67,0.099
4/04/12 19:00,94,12.25,0.273,0.001,18.9,0.065
4/04/12 19:30,95,12.25,0.27,0.001,18.93,0.081
4/04/12 20:00,96,12.25,0.269,0.001,19.03,0.096
4/04/12 20:30,97,12.25,0.267,0.002,18.95,0.087
4/04/12 21:00,98,12.25,0.265,0.001,18.9,0.023
4/04/12 21:30,99,12.25,0.262,0.001,18.66,0.109
4/04/12 22:00,100,12.25,0.26,0.001,18.41,0.128
4/04/12 22:30,101,12.25,0.252,0.003,18.44,0.088
4/04/12 23:00,102,12.25,0.249,0.002,18.29,0.101
4/04/12 23:30,103,12.25,0.247,0.001,18.03,0.106
5/04/12 0:00,104,12.25,0.246,0.001,17.74,0.139
5/04/12 0:30,105,12.25,0.244,0.002,17.29,0.111
5/04/12 1:00,106,12.25,0.243,0.001,16.86,0.121
5/04/12 1:30,107,12.25,0.244,0.001,16.52,0.14
5/04/12 2:00,108,12.25,0.241,0.001,16.07,0.195
5/04/12 2:30,109,12.24,0.241,0.002,15.51,0.112
5/04/12 3:00,110,12.25,0.24,0.001,14.98,0.204
5/04/12 3:30,111,12.25,0.239,0.001,14.27,0.193
5/04/12 4:00,112,12.25,0.237,0.001,13.67,0.181
5/04/12 4:30,113,12.25,0.237,0.001,13.34,0.049
5/04/12 5:00,114,12.25,0.235,0.002,13.3,0
5/04/12 5:30,115,12.25,0.235,0.002,13.32,0.039
5/04/12 6:00,116,12.25,0.234,0,13.44,0.051
5/04/12 6:30,117,12.25,0.235,0.001,13.75,0.076
5/04/12 7:00,118,12.25,0.234,0.001,13.82,0.065
5/04/12 7:30,119,12.25,0.235,0,14.01,0.025
5/04/12 8:00,120,12.25,0.234,0.002,13.81,0.109
5/04/12 8:30,121,12.25,0.232,0,13.55,0.134
5/04/12 9:00,122,12.25,0.233,0.001,13.33,0.063
5/04/12 9:30,123,12.25,0.23,0.002,13.04,0.059
5/04/12 10:00,124,12.25,0.233,0.001,12.85,0.086
5/04/12 10:30,125,12.25,0.23,0,13.08,0.146
5/04/12 11:00,126,12.25,0.23,0,13.37,0.046
5/04/12 11:30,127,12.25,0.231,0.002,13.46,0.053
5/04/12 12:00,128,12.25,0.23,0.002,13.68,0.058
5/04/12 12:30,129,12.25,0.23,0,13.73,0.045
5/04/12 13:00,130,12.25,0.23,0,13.8,0.019
5/04/12 13:30,131,12.25,0.23,0,13.8,0.016
5/04/12 14:00,132,12.25,0.229,0.002,14.04,0.068
5/04/12 14:30,133,12.24,0.229,0.001,14.22,0.116
5/04/12 15:00,134,12.24,0.229,0.001,14.86,0.314
5/04/12 15:30,135,12.24,0.23,0.002,16,0.314
5/04/12 16:00,136,12.25,0.23,0.001,17.09,0.27
5/04/12 16:30,137,12.24,0.229,0.002,17.41,0.101
5/04/12 17:00,138,12.24,0.227,0.001,17.23,0.043
5/04/12 17:30,139,12.24,0.227,0.001,17.31,0.064
5/04/12 18:00,140,12.24,0.226,0.002,17.74,0.13
5/04/12 18:30,141,12.24,0.225,0.002,17.7,0.163
5/04/12 19:00,142,12.25,0.224,0.002,17.3,0.005
5/04/12 19:30,143,12.25,0.222,0.002,17.37,0.095
5/04/12 20:00,144,12.25,0.222,0.001,17.08,0.112
5/04/12 20:30,145,12.25,0.221,0.001,16.94,0.092
5/04/12 21:00,146,12.25,0.22,0.001,16.98,0.054
5/04/12 21:30,147,12.25,0.218,0.002,16.73,0.051
5/04/12 22:00,148,12.25,0.218,0.002,16.78,0.064
5/04/12 22:30,149,12.24,0.218,0.002,16.82,0.062
5/04/12 23:00,150,12.24,0.218,0.001,16.77,0.046
5/04/12 23:30,151,12.24,0.215,0.001,16.78,0.04
6/04/12 0:00,152,12.25,0.214,0.001,16.6,0.1
6/04/12 0:30,153,12.24,0.214,0.002,16.33,0.086
6/04/12 1:00,154,12.24,0.213,0.002,16.11,0.102
6/04/12 1:30,155,12.24,0.213,0.001,15.8,0.088
6/04/12 2:00,156,12.24,0.212,0.002,15.65,0.088
6/04/12 2:30,157,12.24,0.213,0.002,15.5,0.016
6/04/12 3:00,158,12.24,0.21,0.001,15.45,0.05
6/04/12 3:30,159,12.25,0.211,0,15.34,0.093
6/04/12 4:00,160,12.25,0.209,0.002,15.19,0.039
6/04/12 4:30,161,12.25,0.211,0,15.01,0.046
6/04/12 5:00,162,12.25,0.211,0.001,14.97,0.045
6/04/12 5:30,163,12.25,0.208,0.001,14.66,0.106
6/04/12 6:00,164,12.25,0.209,0.002,14.39,0.075
6/04/12 6:30,165,12.25,0.209,0.001,13.96,0.184
6/04/12 7:00,166,12.25,0.208,0.002,13.38,0.087
6/04/12 7:30,167,12.25,0.207,0,13.42,0.04
6/04/12 8:00,168,12.25,0.208,0.001,13.49,0.046
6/04/12 8:30,169,12.25,0.206,0.001,13.4,0.068
6/04/12 9:00,170,12.25,0.207,0.001,12.95,0.192
6/04/12 9:30,171,12.25,0.206,0.002,12.34,0.141
6/04/12 10:00,172,12.25,0.205,0.001,11.88,0.165
6/04/12 10:30,173,12.25,0.205,0.001,11.49,0.102
6/04/12 11:00,174,12.25,0.203,0.001,11.2,0.069
6/04/12 11:30,175,12.25,0.203,0.001,11.1,0.011
6/04/12 12:00,176,12.25,0.203,0.001,11.33,0.147
6/04/12 12:30,177,12.25,0.203,0,11.79,0.149
6/04/12 13:00,178,12.25,0.203,0,12.16,0.115
6/04/12 13:30,179,12.25,0.203,0,12.43,0.112
6/04/12 14:00,180,12.25,0.202,0.001,12.71,0.072
6/04/12 14:30,181,12.24,0.204,0.001,12.84,0.08
6/04/12 15:00,182,12.24,0.203,0.001,13.07,0.046
6/04/12 15:30,183,12.24,0.204,0.001,13.33,0.087
6/04/12 16:00,184,12.24,0.203,0.001,13.56,0.155
6/04/12 16:30,185,12.24,0.202,0.002,14.21,0.201
6/04/12 17:00,186,12.24,0.202,0.002,14.54,0.111
6/04/12 17:30,187,12.25,0.202,0.002,14.87,0.14
6/04/12 18:00,188,12.25,0.201,0.001,15.42,0.175
6/04/12 18:30,189,12.25,0.202,0.001,15.87,0.138
6/04/12 19:00,190,12.25,0.202,0.001,16.38,0.194
6/04/12 19:30,191,12.24,0.202,0.002,16.76,0.059
6/04/12 20:00,192,12.24,0.2,0.001,17.03,0.185
6/04/12 20:30,193,12.24,0.199,0.001,17.25,0.053
6/04/12 21:00,194,12.24,0.198,0.001,17.65,0.096
6/04/12 21:30,195,12.24,0.198,0.002,17.52,0.116
6/04/12 22:00,196,12.24,0.197,0.001,17.3,0
6/04/12 22:30,197,12.24,0.196,0.001,17.3,0.014
6/04/12 23:00,198,12.24,0.196,0.002,17.3,0
6/04/12 23:30,199,12.24,0.195,0.001,17.15,0.108
7/04/12 0:00,200,12.24,0.193,0.002,16.86,0.107
7/04/12 0:30,201,12.24,0.195,0.001,16.63,0.097
7/04/12 1:00,202,12.25,0.195,0.001,16.32,0.11
7/04/12 1:30,203,12.25,0.192,0.001,15.93,0.128
7/04/12 2:00,204,12.25,0.192,0,15.56,0.132
7/04/12 2:30,205,12.25,0.191,0.002,15.04,0.165
7/04/12 3:00,206,12.25,0.193,0.001,14.65,0.052
7/04/12 3:30,207,12.25,0.19,0.001,14.43,0.067
7/04/12 4:00,208,12.25,0.191,0.001,14.32,0.042
7/04/12 4:30,209,12.25,0.191,0.002,14.24,0.091
7/04/12 5:00,210,12.25,0.188,0.002,14.11,0.05
7/04/12 5:30,211,12.25,0.191,0.001,14.19,0.099
7/04/12 6:00,212,12.25,0.191,0,14.2,0.1
7/04/12 6:30,213,12.25,0.191,0.001,14.16,0.093
7/04/12 7:00,214,12.25,0.192,0.001,14.38,0.041
7/04/12 7:30,215,12.25,0.197,0.006,14.51,0.101
7/04/12 8:00,216,12.25,0.23,0.007,14.69,0.035
7/04/12 8:30,217,12.25,0.239,0.001,14.77,0.094
7/04/12 9:00,218,12.25,0.241,0,14.9,0.019
7/04/12 9:30,219,12.25,0.246,0.004,15,0.037
7/04/12 10:00,220,12.25,0.256,0.002,15.17,0.072
7/04/12 10:30,221,12.25,0.259,0.001,15.2,0
7/04/12 11:00,222,12.25,0.259,0.001,15.25,0.088
7/04/12 11:30,223,12.25,0.26,0.001,15.37,0.067
7/04/12 12:00,224,12.25,0.259,0.002,15.39,0.034
7/04/12 12:30,225,12.25,0.257,0.001,15.4,0.018
7/04/12 13:00,226,12.25,0.256,0.002,15.4,0.018
7/04/12 13:30,227,12.25,0.255,0.001,15.4,0.022
7/04/12 14:00,228,12.25,0.254,0.001,15.49,0.028
7/04/12 14:30,229,12.25,0.255,0.001,15.59,0.099
7/04/12 15:00,230,12.25,0.252,0.001,15.72,0.045
7/04/12 15:30,231,12.25,0.251,0.002,16.01,0.166
7/04/12 16:00,232,12.25,0.252,0.002,16.3,0.013
7/04/12 16:30,233,12.25,0.25,0.001,16.39,0.099
7/04/12 17:00,234,12.25,0.25,0.001,16.49,0.051
7/04/12 17:30,235,12.25,0.248,0.001,16.31,0.037
7/04/12 18:00,236,12.25,0.247,0.001,16.5,0.051
7/04/12 18:30,237,12.25,0.246,0.002,16.53,0.072
7/04/12 19:00,238,12.25,0.244,0.001,16.73,0.043
7/04/12 19:30,239,12.25,0.243,0.002,16.96,0.14
7/04/12 20:00,240,12.25,0.242,0.001,17.54,0.268
7/04/12 20:30,241,12.25,0.241,0.001,18.18,0.163
7/04/12 21:00,242,12.25,0.24,0.001,18.41,0.039
7/04/12 21:30,243,12.25,0.238,0.002,18.58,0.058
7/04/12 22:00,244,12.25,0.237,0.001,18.58,0.059
7/04/12 22:30,245,12.25,0.235,0.001,18.41,0.068
7/04/12 23:00,246,12.25,0.233,0.002,18.18,0.089
7/04/12 23:30,247,12.25,0.231,0.002,17.86,0.291
8/04/12 0:00,248,12.25,0.229,0.002,16.99,0.212
8/04/12 0:30,249,12.25,0.227,0.002,16.33,0.202
8/04/12 1:00,250,12.25,0.225,0.001,15.64,0.195
8/04/12 1:30,251,12.25,0.224,0.002,14.85,0.282
8/04/12 2:00,252,12.25,0.222,0.001,13.98,0.215
8/04/12 2:30,253,12.25,0.223,0.002,13.46,0.111
8/04/12 3:00,254,12.25,0.221,0.001,13.13,0.099
8/04/12 3:30,255,12.25,0.22,0.002,12.89,0.103
8/04/12 4:00,256,12.25,0.219,0,12.64,0.107
8/04/12 4:30,257,12.25,0.218,0.002,12.33,0.07
8/04/12 5:00,258,12.25,0.218,0.001,12.05,0.053
8/04/12 5:30,259,12.25,0.217,0.002,11.79,0.141
8/04/12 6:00,260,12.25,0.218,0.001,11.58,0.042
8/04/12 6:30,261,12.25,0.216,0.001,11.23,0.155
8/04/12 7:00,262,12.25,0.217,0.002,10.72,0.143
8/04/12 7:30,263,12.25,0.215,0.002,10.29,0.078
8/04/12 8:00,264,12.25,0.213,0.001,9.97,0.137
8/04/12 8:30,265,12.25,0.214,0.001,9.66,0.062
8/04/12 9:00,266,12.25,0.213,0.002,9.49,0.101
8/04/12 9:30,267,12.25,0.213,0.001,9.18,0.047
8/04/12 10:00,268,12.25,0.212,0.001,9.03,0.055
8/04/12 10:30,269,12.25,0.212,0.001,9.01,0.041
8/04/12 11:00,270,12.25,0.21,0.001,9.1,0.019
8/04/12 11:30,271,12.25,0.212,0.001,9.09,0.035
8/04/12 12:00,272,12.25,0.211,0.002,8.96,0.05
8/04/12 12:30,273,12.25,0.21,0,8.78,0.112
8/04/12 13:00,274,12.25,0.21,0.002,8.61,0.052
8/04/12 13:30,275,12.25,0.21,0,9.03,0.145
8/04/12 14:00,276,12.25,0.21,0,9.7,0.214
8/04/12 14:30,277,12.24,0.211,0.001,10.58,0.32
8/04/12 15:00,278,12.24,0.21,0,11.87,0.454
8/04/12 15:30,279,12.24,0.21,0.001,13.38,0.42
8/04/12 16:00,280,12.24,0.21,0.002,14.56,0.266
8/04/12 16:30,281,12.24,0.209,0.001,15.36,0.212
8/04/12 17:00,282,12.25,0.208,0.001,16.27,0.388
8/04/12 17:30,283,12.24,0.209,0.001,17.3,0.277
8/04/12 18:00,284,12.24,0.209,0.001,17.94,0.241
8/04/12 18:30,285,12.24,0.207,0.002,18.49,0.101
8/04/12 19:00,286,12.24,0.206,0.001,18.39,0.034
8/04/12 19:30,287,12.24,0.205,0.002,18.25,0.092
8/04/12 20:00,288,12.24,0.204,0.001,18.13,0.094
8/04/12 20:30,289,12.24,0.202,0.002,18.12,0.098
8/04/12 21:00,290,12.24,0.201,0.001,18.09,0.099
8/04/12 21:30,291,12.24,0.2,0.002,17.99,0.054
8/04/12 22:00,292,12.24,0.199,0.002,18.33,0.099
8/04/12 22:30,293,12.24,0.199,0.001,18.22,0.145
8/04/12 23:00,294,12.24,0.197,0.002,17.97,0.062
8/04/12 23:30,295,12.25,0.196,0.002,17.47,0.164
9/04/12 0:00,296,12.25,0.196,0.001,17.01,0.161
9/04/12 0:30,297,12.24,0.194,0.001,16.66,0.103
9/04/12 1:00,298,12.24,0.195,0.002,16.02,0.248
9/04/12 1:30,299,12.25,0.194,0.001,15.44,0.143
9/04/12 2:00,300,12.25,0.192,0.001,14.8,0.156
9/04/12 2:30,301,12.24,0.193,0.001,14.55,0.089
9/04/12 3:00,302,12.24,0.192,0.001,14.65,0.05
9/04/12 3:30,303,12.25,0.193,0.001,14.51,0.165
9/04/12 4:00,304,12.25,0.191,0.002,13.9,0.159
9/04/12 4:30,305,12.25,0.192,0.002,13.48,0.063
9/04/12 5:00,306,12.25,0.19,0,13.33,0.118
9/04/12 5:30,307,12.25,0.19,0.001,12.86,0.148
9/04/12 6:00,308,12.25,0.189,0.001,12.5,0.115
9/04/12 6:30,309,12.25,0.191,0.002,12.39,0.026
9/04/12 7:00,310,12.25,0.189,0.001,12.14,0.117
9/04/12 7:30,311,12.25,0.189,0.001,11.77,0.116
9/04/12 8:00,312,12.25,0.188,0.001,11.82,0.114
9/04/12 8:30,313,12.25,0.189,0.001,11.98,0.041
9/04/12 9:00,314,12.25,0.189,0.002,11.64,0.155
9/04/12 9:30,315,12.25,0.187,0.001,11.18,0.08
9/04/12 10:00,316,12.25,0.187,0.002,10.95,0.088
9/04/12 10:30,317,12.25,0.186,0.001,11.32,0.205
9/04/12 11:00,318,12.25,0.186,0.002,11.88,0.119
9/04/12 11:30,319,12.25,0.187,0.002,11.98,0.036
9/04/12 12:00,320,12.25,0.186,0.002,11.78,0.11
9/04/12 12:30,321,12.25,0.186,0.001,11.53,0.054
9/04/12 13:00,322,12.25,0.187,0.001,11.61,0.116
9/04/12 13:30,323,12.25,0.188,0.001,12.16,0.208
9/04/12 14:00,324,12.25,0.188,0.002,13.06,0.267
9/04/12 14:30,325,12.24,0.188,0.001,13.9,0.294
9/04/12 15:00,326,12.25,0.189,0.001,15.02,0.214
9/04/12 15:30,327,12.25,0.19,0.002,15.52,0.159
9/04/12 16:00,328,12.25,0.19,0.002,16.45,0.367
9/04/12 16:30,329,12.25,0.191,0.001,17.68,0.358
9/04/12 17:00,330,12.24,0.189,0.002,18.81,0.295
9/04/12 17:30,331,12.24,0.191,0.001,19.72,0.261
9/04/12 18:00,332,12.25,0.19,0.001,20.63,0.257
9/04/12 18:30,333,12.24,0.19,0.002,21.11,0.044
9/04/12 19:00,334,12.25,0.189,0.001,21.09,0.039
9/04/12 19:30,335,12.25,0.189,0.001,20.73,0.137
9/04/12 20:00,336,12.25,0.187,0.001,21.03,0.169
9/04/12 20:30,337,12.24,0.187,0.001,21.39,0.157
9/04/12 21:00,338,12.24,0.187,0.001,21.72,0.196
9/04/12 21:30,339,12.24,0.188,0.002,21.08,0.229
9/04/12 22:00,340,12.24,0.187,0.001,20.47,0.125
9/04/12 22:30,341,12.24,0.185,0.002,20.14,0.164
9/04/12 23:00,342,12.24,0.186,0.002,19.53,0.161
9/04/12 23:30,343,12.24,0.184,0.001,19.03,0.136
10/04/12 0:00,344,12.24,0.185,0.001,18.67,0.114
10/04/12 0:30,345,12.24,0.183,0.001,18.27,0.165
10/04/12 1:00,346,12.24,0.183,0.001,17.89,0.131
10/04/12 1:30,347,12.25,0.183,0.002,17.17,0.231
10/04/12 2:00,348,12.25,0.184,0.001,16.58,0.108
10/04/12 2:30,349,12.25,0.182,0.002,16.24,0.064
10/04/12 3:00,350,12.25,0.181,0.001,16.13,0.096
10/04/12 3:30,351,12.25,0.183,0.001,15.86,0.092
