date_local,doy_utc,doy_local,T_air_avg,T_air_std,swc_avg,swc_std,soil_temp_avg,soil_temp_std,cos_a,co2_a,h2o_a,fcos_lower,fcos_corr,fcos_upper,fco2,fh2o
4/20/12 15:24,111.85,111.6416691,20.15,,0.271,,16.78,,489.2,369,10.5,1.380870884,1.623655162,1.86643944,4.926,1.429
4/20/12 15:39,111.86,111.652083,19.14,,0.271,,16.78,,457.7,366.6,10.9,1.06588928,1.284911063,1.503932846,5.007,1.277
4/20/12 15:54,111.871,111.6625046,19.37,,0.27,,16.79,,457.9,366.7,10.8,0.079183983,0.303180996,0.527178009,5.89,1.333
4/20/12 16:09,111.881,111.6729189,19.4,,0.27,,16.79,,470.5,366.2,10.9,1.064532704,1.28914813,1.513763556,5.592,1.29
4/20/12 16:24,111.892,111.6833329,18.47,,0.268,,16.72,,450.3,366.2,10.9,0.505803784,0.711963778,0.918123772,5.067,1.165
4/20/12 16:39,111.902,111.6937551,18,,0.268,,16.72,,455.2,367.8,10.5,-0.468102155,-0.269819789,-0.071537424,5.237,1.229
4/20/12 16:54,111.913,111.7041693,17.95,,0.268,,16.35,,466.9,366,10.8,0.333336021,0.530867018,0.728398016,5.256,1.161
4/20/12 17:09,111.923,111.7145832,17.39,,0.268,,16.35,,459.8,367.1,10.3,0.643732413,0.833140341,1.02254827,4.649,1.178
4/20/12 17:24,111.933,111.7250049,17.22,,0.266,,16.19,,453.3,365.1,11.2,1.191809232,1.3790914,1.566373568,5.328,1.011
4/20/12 17:39,111.944,111.7354193,16.56,,0.266,,16.19,,463.3,366.8,10.3,-0.169458452,0.010263757,0.189985965,5.427,1.113
4/20/12 17:54,111.954,111.7458332,16.11,,0.265,,15.86,,441.4,367,10.1,0.30834418,0.483760668,0.659177155,5.186,1.068
4/20/12 18:09,111.965,111.7562549,15.89,,0.265,,15.86,,468.3,367.2,10.2,0.243877856,0.417529219,0.591180581,5.706,1.052
4/20/12 18:24,111.975,111.7666687,15.58,,0.263,,15.57,,460.6,368.4,9.8,-0.744687311,-0.573371711,-0.402056111,5.044,1.072
4/20/12 18:39,111.985,111.777083,15.21,,0.263,,15.57,,440.6,369,9.7,0.225052395,0.393951892,0.56285139,5.618,1.042
4/20/12 18:54,111.996,111.787505,14.74,,0.264,,15.21,,464.1,369.8,9.7,-1.380644085,-1.214181686,-1.047719287,5.266,1.036
4/20/12 19:09,112.006,111.7979192,14.25,,0.264,,15.21,,455.3,369.8,10,-0.286838072,-0.122240012,0.042358048,4.789,0.924
4/20/12 19:24,112.017,111.8083333,13.66,,0.263,,14.74,,415.9,371,10.1,-0.989863012,-0.826743166,-0.663623319,5.394,0.871
4/20/12 19:39,112.027,111.8187551,13,,0.263,,14.74,,459.3,373.3,10,0.439241432,0.601723537,0.764205643,5.504,0.834
4/20/12 19:54,112.038,111.829169,12.36,,0.261,,14.23,,425,375.9,10.2,-1.262600085,-1.099830346,-0.937060608,5.815,0.718
4/20/12 20:09,112.048,111.8395833,11.55,,0.261,,14.23,,441.2,380.6,10.2,-2.303192244,-2.138893042,-1.97459384,6.474,0.564
4/20/12 20:24,112.058,111.8500048,10.78,,0.261,,13.64,,432.4,384.9,10.1,-0.801647916,-0.634766221,-0.467884527,6.47,0.477
4/20/12 20:39,112.069,111.8604189,10.17,,0.261,,13.64,,424,389.8,10,-2.751401115,-2.581838309,-2.412275502,6.608,0.403
4/20/12 20:54,112.079,111.870833,9.74,,0.26,,13.08,,433,390,10,-1.233981308,-1.06216906,-0.890356813,6.331,0.34
4/20/12 21:09,112.09,111.8812546,9.31,,0.26,,13.08,,409.4,390.3,10,-2.02683411,-1.852502951,-1.678171793,6.444,0.289
4/20/12 21:24,112.1,111.8916693,9.02,,0.26,,12.58,,436.4,392.8,9.8,-1.696138651,-1.52003943,-1.343940208,6.559,0.279
4/20/12 21:39,112.11,111.9020831,8.77,,0.26,,12.58,,409.7,396.2,9.8,-2.603086188,-2.425310166,-2.247534145,6.574,0.258
4/20/12 21:54,112.121,111.912505,8.55,,0.261,,12.19,,432.2,401.5,9.6,-1.694033298,-1.514742837,-1.335452375,6.517,0.243
4/20/12 22:09,112.131,111.9229188,8.23,,0.261,,12.19,,387.1,407.8,9.6,-3.692896192,-3.511301229,-3.329706266,6.744,0.198
4/20/12 22:24,112.142,111.9333328,7.9,,0.258,,11.8,,430.5,405.9,8.8,-2.667296103,-2.483216622,-2.299137141,7.244,0.285
4/20/12 22:39,112.152,111.9437547,7.56,,0.258,,11.8,,395.9,404.3,8.2,-4.211926631,-4.025160094,-3.838393556,7.696,0.317
4/20/12 22:54,112.163,111.9541692,7.24,,0.259,,11.38,,400.3,431.1,1.3,-6.709446618,-6.520052026,-6.330657433,11.407,0.296
4/20/12 23:09,112.173,111.964583,6.93,,0.259,,11.38,,389,410.2,0.7,-5.509958598,-5.317948137,-5.125937677,9.683,0.26
4/20/12 23:24,112.183,111.9750049,6.76,,0.258,,10.98,,377,439.7,0.6,-5.901716261,-5.70818785,-5.514659438,9.99,0.249
4/20/12 23:39,112.194,111.9854188,6.53,,0.258,,10.98,,364,425.5,0.9,-3.837220211,-3.641618616,-3.44601702,8.841,0.223
4/20/12 23:54,112.204,111.995833,6.26,,0.258,,10.57,,411.7,417.2,0.4,-3.489564872,-3.291549248,-3.093533625,8.843,0.274
4/21/12 0:09,112.215,112.0062548,6.06,,0.258,,10.57,,348.5,451,0.5,-3.70903313,-3.509117148,-3.309201166,8.529,0.258
4/21/12 0:24,112.225,112.0166688,5.86,,0.256,,10.22,,416.6,419.2,0.3,-4.87543807,-4.673694622,-4.471951175,9.567,0.276
4/21/12 0:39,112.235,112.0270833,5.67,,0.256,,10.22,,400.1,408.1,0,-3.54818132,-3.344606082,-3.141030845,7.633,0.26
4/21/12 0:54,112.246,112.0375048,5.6,,0.256,,9.92,,370.4,465,-0.4,-4.724586052,-4.520351112,-4.316116171,9.13,0.239
4/21/12 1:09,112.256,112.0479191,5.52,,0.256,,9.92,,357.6,437,0.4,-4.169427348,-3.964379304,-3.75933126,10.282,0.273
4/21/12 1:24,112.267,112.0583331,5.41,,0.256,,9.7,,365.3,446.3,0.9,-3.395311299,-3.189150664,-2.982990028,7.657,0.182
4/21/12 1:39,112.277,112.068755,5.34,,0.256,,9.7,,321.9,452.1,0.3,-2.569665683,-2.362856612,-2.15604754,7.275,0.259
4/21/12 1:54,112.288,112.0791689,5.19,,0.255,,9.53,,373.1,443.8,0.2,-4.174089969,-3.965744077,-3.757398185,7.89,0.274
4/21/12 2:09,112.298,112.0895829,5.04,,0.255,,9.53,,309.5,479.8,0.3,-3.40930641,-3.199533083,-2.989759756,8.128,0.23
4/21/12 2:24,112.308,112.100005,4.98,,0.255,,9.23,,344.9,474.1,0.2,-2.85778619,-2.647375221,-2.436964252,7.444,0.275
4/21/12 2:39,112.319,112.1104187,4.81,,0.255,,9.23,,355.5,433.9,0.3,-6.752056007,-6.539886951,-6.327717894,10.793,0.256
4/21/12 2:54,112.329,112.1208331,4.64,,0.254,,9.06,,352,455.2,0.7,-7.817189407,-7.603318491,-7.389447574,11.395,0.163
4/21/12 3:09,112.34,112.1312547,4.52,,0.254,,9.06,,280,503.9,0.8,-0.541827958,-0.326679951,-0.111531943,3.923,0.097
4/21/12 3:24,112.35,112.1416688,4.51,,0.255,,8.92,,253.7,576.9,0.5,-4.074615349,-3.85939879,-3.644182232,7.164,0.116
4/21/12 3:39,112.36,112.1520832,4.45,,0.255,,8.92,,258.6,558.5,0.1,-3.116589183,-2.900721199,-2.684853216,7.239,0.187
4/21/12 3:54,112.371,112.1625047,4.22,,0.256,,8.71,,313.3,516,0.1,-1.464568962,-1.246303623,-1.028038283,6.533,0.239
4/21/12 4:09,112.381,112.1729189,4.05,,0.256,,8.71,,318.1,496.9,0.7,-2.624637607,-2.40460948,-2.184581354,6.498,0.156
4/21/12 4:24,112.392,112.1833332,4,,0.253,,8.43,,371.2,474.3,0.9,-3.232700447,-3.012141937,-2.791583428,8.495,0.049
4/21/12 4:39,112.402,112.1937551,4.17,,0.253,,8.43,,332.5,466.7,-0.2,-4.037409652,-3.818607708,-3.599805765,7.677,0.219
4/21/12 4:54,112.413,112.2041688,4.08,,0.254,,8.37,,289.8,543,0.7,0.266836514,0.486630745,0.706424975,4.795,0.123
4/21/12 5:09,112.423,112.2145833,4.06,,0.254,,8.37,,228.6,565.3,0.2,-2.130733679,-1.910756606,-1.690779533,6.705,0.173
4/21/12 5:24,112.433,112.2250049,3.96,,0.252,,8.19,,295.2,542.4,0.5,-4.530970986,-4.309951351,-4.088931716,8.681,0.147
4/21/12 5:39,112.444,112.2354192,3.92,,0.252,,8.19,,294.4,505,0.7,-0.813597202,-0.592126198,-0.370655194,4.719,0.063
4/21/12 5:54,112.454,112.245833,3.91,,0.251,,8.04,,356.9,468,0.5,-3.119174551,-2.897639299,-2.676104046,6.806,0.066
4/21/12 6:09,112.465,112.2562546,3.92,,0.251,,8.04,,314.4,474,0.8,-2.240171164,-2.018760109,-1.797349055,6.853,0.089
4/21/12 6:24,112.475,112.266669,3.89,,0.253,,8,,371.6,444,0.3,-2.087501517,-1.865773409,-1.6440453,7.012,0.131
4/21/12 6:39,112.485,112.2770833,3.83,,0.253,,8,,309.5,473,0.5,-1.63969473,-1.417273147,-1.194851564,5.266,0.125
4/21/12 6:54,112.496,112.287505,3.82,,0.254,,7.86,,349.9,471.3,0.9,-2.417582848,-2.195038671,-1.972494495,5.28,0.044
4/21/12 7:09,112.506,112.2979189,3.99,,0.254,,7.86,,303.9,476.6,0.4,-2.282879775,-2.06213138,-1.841382985,6.258,0.095
4/21/12 7:24,112.517,112.3083331,4.27,,0.251,,7.95,,308.4,486,1.2,-1.523770639,-1.306023681,-1.088276723,5.663,0.014
4/21/12 7:39,112.527,112.3187546,4.86,,0.251,,7.95,,277.7,479.9,2.1,-2.44264794,-2.231056088,-2.019464236,5.843,-0.328
4/21/12 7:54,112.538,112.3291689,5.67,,0.251,,8.33,,322.9,481.2,1.3,-2.884241824,-2.680683953,-2.477126082,6.17,-0.376
4/21/12 8:09,112.548,112.3395829,6.53,,0.251,,8.33,,287.7,471.9,1.7,-3.455263587,-3.259654795,-3.064046003,6.35,-0.483
4/21/12 8:24,112.558,112.350005,7.62,,0.251,,9.06,,345.7,455.6,9.3,-1.400046558,-1.213798888,-1.027551219,5.45,0.322
4/21/12 8:39,112.569,112.360419,8.89,,0.251,,9.06,,334.6,436.9,10.4,-1.214683984,-1.037683443,-0.860682903,6.418,0.462
4/21/12 8:54,112.579,112.370833,10.2,,0.252,,10,,393.9,414.2,9.9,-3.907788231,-3.738352228,-3.568916226,7.273,0.843
4/21/12 9:09,112.59,112.3812551,11.49,,0.252,,10,,415.2,396,10.2,-0.72326994,-0.558808738,-0.394347536,6.118,0.961
4/21/12 9:24,112.6,112.3916687,12.5,,0.255,,11.16,,403.9,387.8,9.6,-1.290095259,-1.127456174,-0.964817089,5.588,1.153
4/21/12 9:39,112.61,112.4020831,13.27,,0.255,,11.16,,427.1,388.7,9.4,-2.023653394,-1.86103111,-1.698408826,5.345,1.253
4/21/12 9:54,112.621,112.4125049,14.47,,0.254,,12.37,,426.1,391,9.6,-0.154373135,0.010983434,0.176340002,4.912,1.309
4/21/12 10:09,112.631,112.4229189,15.74,,0.254,,12.37,,394.4,388.5,9.9,0.482071844,0.654516943,0.826962043,5.773,1.322
4/21/12 10:24,112.642,112.4333328,17.35,,0.254,,14.23,,435.5,377.2,9.1,-0.017214877,0.17171753,0.360649938,5.184,1.601
4/21/12 10:39,112.652,112.4437548,18.98,,0.254,,14.23,,452.4,374,9.4,0.366981147,0.582804289,0.79862743,5.174,1.607
4/21/12 10:54,112.663,112.4541689,20.79,,0.253,,16.2,,443,374.9,9.2,0.482791983,0.743547582,1.004303182,4.864,1.75
4/21/12 11:09,112.673,112.4645828,22.28,,0.253,,16.2,,452.5,371.9,9.1,1.506271821,1.818345075,2.130418329,4.714,1.845
4/21/12 11:24,112.683,112.4750048,23.35,,0.254,,17.31,,428.1,371.2,9.5,2.081059377,2.439329153,2.797598928,5.256,1.903
4/21/12 11:39,112.694,112.485419,24.54,,0.254,,17.31,,471.8,370.9,9.9,1.774700146,2.19513171,2.615563274,5.198,1.946
4/21/12 11:54,112.704,112.4958332,25.6,,0.251,,18.16,,456.6,369.8,10.2,2.451986507,2.938892959,3.425799411,5.031,2.006
4/21/12 12:09,112.715,112.506255,26.54,,0.251,,18.16,,458.8,369.9,10.1,2.830564462,3.386794982,3.943025501,5.273,2.149
4/21/12 12:24,112.725,112.5166692,27.19,,0.251,,19.05,,447,368.5,10.4,3.634182783,4.243564146,4.85294551,5.146,2.176
4/21/12 12:39,112.735,112.527083,27.7,,0.251,,19.05,,466,369.5,10.4,2.673619086,3.328627876,3.983636665,5.402,2.268
4/21/12 12:54,112.746,112.5375049,28.43,,0.252,,19.47,,475.4,370.5,10.2,4.009391803,4.735552678,5.461713552,5.131,2.453
4/21/12 13:09,112.756,112.5479191,28.96,,0.252,,19.47,,462.8,369.1,10.6,3.602015605,4.384961233,5.167906861,5.295,2.454
4/21/12 13:24,112.767,112.5583334,29.12,,0.249,,19.7,,455.5,368.7,10.5,4.338303472,5.138708975,5.939114478,5.209,2.486
4/21/12 13:39,112.777,112.5687547,29.6,,0.249,,19.7,,468.1,367,10.8,4.870928959,5.727702543,6.584476126,5.879,2.476
4/21/12 13:54,112.788,112.5791692,29.71,,0.249,,20.06,,447,367.4,10.9,4.6003647,5.471266003,6.342167305,5.778,2.482
4/21/12 14:09,112.798,112.589583,29.77,,0.249,,20.06,,463.3,370,10.4,3.450108301,4.328157253,5.206206204,5.522,2.538
4/21/12 14:24,112.808,112.600005,29.66,,0.247,,20.09,,476.5,368.1,10.9,3.085825126,3.949634761,4.813444395,5.711,2.429
4/21/12 14:39,112.819,112.6104192,29.37,,0.247,,20.09,,459.1,364.6,11.8,3.066415342,3.896530763,4.726646184,6.259,2.18
4/21/12 14:54,112.829,112.6208331,28.76,,0.245,,19.95,,454.4,363.9,11.6,3.38280217,4.143906536,4.905010901,6.538,2.153
4/21/12 15:09,112.84,112.6312551,28.28,,0.245,,19.95,,465.1,364.6,11.3,3.153968133,3.865267961,4.576567788,6.045,2.179
4/21/12 15:24,112.85,112.6416692,27.32,,0.244,,19.87,,466.8,363.3,11.7,3.20005408,3.821101153,4.442148227,6.211,1.991
4/21/12 15:39,112.86,112.6520833,26.53,,0.244,,19.87,,468.6,365.9,11.1,2.333560056,2.888850207,3.444140357,6.347,2.013
4/21/12 15:54,112.871,112.662505,25.5,,0.243,,19.71,,470.4,361.9,12.3,2.88615947,3.366316845,3.84647422,7.062,1.709
4/21/12 16:09,112.881,112.6729188,24.64,,0.243,,19.71,,458.6,365,11.5,2.8185714,3.24516342,3.671755439,7.046,1.787
4/21/12 16:24,112.892,112.683333,23.75,,0.242,,19.46,,471.1,362.9,12.4,1.938318965,2.316213361,2.694107757,7.313,1.598
4/21/12 16:39,112.902,112.6937551,23.14,,0.242,,19.46,,476.9,363.9,12.1,2.607751052,2.956143448,3.304535843,7.201,1.578
4/21/12 16:54,112.913,112.7041688,22.57,,0.24,,19.17,,468.4,366,11.5,2.160382472,2.483935511,2.807488551,6.954,1.608
4/21/12 17:09,112.923,112.714583,21.93,,0.24,,19.17,,460,361.8,12.6,0.47934124,0.777753133,1.076165026,7.354,1.386
4/21/12 17:24,112.933,112.7250049,21.39,,0.239,,18.87,,460.3,363.5,12.2,1.475100058,1.754803009,2.03450596,7.344,1.404
4/21/12 17:39,112.944,112.7354191,20.76,,0.239,,18.87,,462.7,365,11.7,1.986073721,2.245939133,2.505804545,7.655,1.415
4/21/12 17:54,112.954,112.745833,20.06,,0.239,,18.59,,462.1,361.9,12.7,1.004103527,1.244612329,1.485121131,7.902,1.22
4/21/12 18:09,112.965,112.7562548,19.46,,0.239,,18.59,,463.4,360.6,13.2,0.76771286,0.993801481,1.219890103,8.167,1.119
4/21/12 18:24,112.975,112.766669,18.96,,0.238,,18.24,,460,361.4,13.1,0.12575714,0.341178593,0.556600046,8.007,1.076
4/21/12 18:39,112.985,112.7770832,18.43,,0.238,,18.24,,440.4,357.6,14.2,0.387681806,0.593133858,0.798585911,8.413,0.886
4/21/12 18:54,112.996,112.7875049,17.88,,0.238,,17.88,,459.3,359.1,14,-0.539852339,-0.343491353,-0.147130368,7.883,0.882
4/21/12 19:09,113.006,112.7979188,17.36,,0.238,,17.88,,433.6,355.3,15.1,-0.468196521,-0.279158878,-0.090121234,7.487,0.66
4/21/12 19:24,113.017,112.808333,16.82,,0.238,,17.45,,419.6,355.5,15.5,-0.706160598,-0.523726586,-0.341292575,7.545,0.541
4/21/12 19:39,113.027,112.8187551,16.13,,0.238,,17.45,,433.6,360.2,14.3,-1.309102502,-1.13344186,-0.957781218,7.61,0.653
4/21/12 19:54,113.038,112.8291689,15.36,,0.238,,16.9,,418.9,362.7,14.5,-0.57133251,-0.401494934,-0.231657359,7.925,0.491
4/21/12 20:09,113.048,112.8395833,14.6,,0.238,,16.9,,439.1,361.2,14,-4.657999986,-4.492127019,-4.326254051,9.44,0.458
4/21/12 20:24,113.058,112.8500047,13.89,,0.235,,16.16,,446.2,359,15,-2.064440587,-1.900857521,-1.737274456,8.573,0.14
4/21/12 20:39,113.069,112.8604193,13.22,,0.235,,16.16,,409.4,373.3,14.8,-3.465311906,-3.30272657,-3.140141235,10.214,0.053
4/21/12 20:54,113.079,112.870833,12.76,,0.237,,15.46,,402,370.7,14.5,-2.340033312,-2.177542834,-2.015052356,9.397,0.07
4/21/12 21:09,113.09,112.8812546,12.35,,0.237,,15.46,,421.4,378,14,-3.309576609,-3.1467934,-2.98401019,9.908,0.099
4/21/12 21:24,113.1,112.8916691,12.14,,0.235,,14.9,,409.5,390.6,14.1,-8.431070724,-8.268002321,-8.104933918,15.319,0.044
4/21/12 21:39,113.11,112.9020834,11.9,,0.235,,14.9,,427.9,377,13.1,-5.523665871,-5.360165031,-5.196664191,12.053,0.196
4/21/12 21:54,113.121,112.9125051,11.75,,0.235,,14.6,,442.4,385.1,12.9,-3.899517454,-3.735711276,-3.571905098,9.168,0.228
4/21/12 22:09,113.131,112.9229187,11.54,,0.235,,14.6,,448.4,396.3,12.8,-2.644775655,-2.480444568,-2.316113481,8.025,0.211
4/21/12 22:24,113.142,112.9333333,11.31,,0.233,,14.26,,417.5,391.8,12.8,-5.856263839,-5.691266122,-5.526268404,10.551,0.146
4/21/12 22:39,113.152,112.9437547,11.1,,0.233,,14.26,,436.3,410.4,13,-2.561185366,-2.395496812,-2.229808257,8.006,0.108
4/21/12 22:54,113.163,112.9541689,10.9,,0.236,,13.93,,355,488.9,12.8,-1.112898163,-0.946503608,-0.780109053,6.459,0.077
4/21/12 23:09,113.173,112.9645831,10.7,,0.236,,13.93,,384.4,429.5,13,-1.243396706,-1.076200645,-0.909004585,7.07,0.028
4/21/12 23:24,113.183,112.9750049,10.5,,0.235,,13.56,,431.5,425.9,13.2,-2.857109867,-2.689063866,-2.521017864,9.107,-0.035
4/21/12 23:39,113.194,112.9854193,10.35,,0.235,,13.56,,393.7,439.9,12.6,0.388822392,0.5575279,0.726233407,6.369,0.044
4/21/12 23:54,113.204,112.9958331,10.24,,0.234,,13.35,,365,471.6,12.3,-1.709632165,-1.540398893,-1.37116562,7.317,0.087
4/22/12 0:09,113.215,113.0062549,10.02,,0.234,,13.35,,380.8,469.1,11.8,-2.985501887,-2.815198457,-2.644895027,8.552,0.055
4/22/12 0:24,113.225,113.0166692,9.92,,0.235,,13.07,,322.9,500.6,11.2,-3.459448541,-3.288605789,-3.117763037,8.177,0.049
4/22/12 0:39,113.235,113.0270831,9.94,,0.235,,13.07,,355.8,511.5,12.6,-3.359787893,-3.189050054,-3.018312214,10.646,-0.004
4/22/12 0:54,113.246,113.037505,10.09,,0.234,,13,,324.6,529.2,12.4,-1.537845363,-1.367856067,-1.197866772,7.857,0.05
4/22/12 1:09,113.256,113.0479191,9.99,,0.234,,13,,342.3,499.9,12.7,-4.105216162,-3.934748433,-3.764280703,11.693,-0.033
4/22/12 1:24,113.267,113.0583333,9.92,,0.233,,12.84,,380.2,490.5,12.4,-2.324428668,-2.153564866,-1.982701064,9.066,0.022
4/22/12 1:39,113.277,113.0687546,9.8,,0.233,,12.84,,341.9,489.8,12.1,-1.579067456,-1.407561672,-1.236055887,7.661,0.046
4/22/12 1:54,113.288,113.0791689,9.65,,0.234,,12.65,,367.6,470.4,12.6,-3.184718097,-3.012426806,-2.840135516,8.423,-0.051
4/22/12 2:09,113.298,113.0895829,9.64,,0.234,,12.65,,386.7,458.9,12.7,-2.104111425,-1.931752488,-1.759393551,7.943,-0.045
4/22/12 2:24,113.308,113.1000049,9.64,,0.235,,12.51,,339,472.5,12.3,-2.008956799,-1.836563966,-1.664171132,8.491,0.021
4/22/12 2:39,113.319,113.110419,9.71,,0.235,,12.51,,389.4,463.5,12.6,-1.578681765,-1.406692453,-1.23470314,7.536,-0.004
4/22/12 2:54,113.329,113.1208328,9.75,,0.236,,12.45,,350.7,476,12.3,-1.465563025,-1.293794824,-1.122026622,7.168,0.05
4/22/12 3:09,113.34,113.1312546,9.56,,0.236,,12.45,,370.5,485,12,-1.502092687,-1.32925477,-1.156416852,7.221,0.049
4/22/12 3:24,113.35,113.1416691,9.54,,0.233,,12.4,,360.9,467.2,11.7,-2.06570569,-1.892740757,-1.719775824,8.032,0.107
4/22/12 3:39,113.36,113.152083,9.35,,0.233,,12.4,,377,476.1,11.3,-1.848894259,-1.674853944,-1.500813629,7.064,0.13
4/22/12 3:54,113.371,113.1625048,8.92,,0.232,,12.17,,349.1,477.7,10.9,-0.007485884,0.16931674,0.346119364,6.327,0.095
4/22/12 4:09,113.381,113.1729189,8.63,,0.232,,12.17,,379.3,456.3,10.8,-3.645800557,-3.467053494,-3.288306431,8.207,0.097
4/22/12 4:24,113.392,113.1833332,8.36,,0.233,,11.78,,375.3,467.8,10.3,-1.961114309,-1.780485562,-1.599856816,7.505,0.138
4/22/12 4:39,113.402,113.1937551,8.07,,0.233,,11.78,,358.5,458.8,10.6,-3.280128845,-3.097315089,-2.914501333,7.601,0.043
4/22/12 4:54,113.413,113.2041692,8.01,,0.233,,11.52,,383.3,455,10.4,-1.780744174,-1.59750158,-1.414258986,6.491,0.101
4/22/12 5:09,113.423,113.2145833,8.02,,0.233,,11.52,,365.6,439.6,10.5,-3.738597316,-3.555461111,-3.372324906,7.522,0.09
4/22/12 5:24,113.433,113.2250046,8.08,,0.232,,11.36,,415.4,433.2,10.4,-1.976968486,-1.794245213,-1.61152194,6.743,0.116
4/22/12 5:39,113.444,113.235419,8.11,,0.232,,11.36,,385.5,426.5,10.3,-1.940932595,-1.758424354,-1.575916113,6.928,0.156
4/22/12 5:54,113.454,113.2458334,8.08,,0.232,,11.3,,433.9,417.9,10.2,-1.209913609,-1.027209921,-0.844506233,6.087,0.17
4/22/12 6:09,113.465,113.2562548,8.17,,0.232,,11.3,,386.7,419.7,10.1,-2.964876814,-2.78285699,-2.600837167,7.227,0.198
4/22/12 6:24,113.475,113.2666688,8.25,,0.233,,11.27,,443.5,410.8,10.1,-1.662116493,-1.480640789,-1.299165084,6.114,0.253
4/22/12 6:39,113.485,113.2770832,8.45,,0.233,,11.27,,417,406.6,10,-1.640685774,-1.460688437,-1.2806911,5.793,0.321
4/22/12 6:54,113.496,113.2875049,8.64,,0.233,,11.17,,458.2,405.1,9.8,-1.208343018,-1.02970655,-0.851070081,5.456,0.378
4/22/12 7:09,113.506,113.2979188,8.92,,0.233,,11.17,,414.9,401.9,9.7,-1.154711831,-0.977909207,-0.801106583,4.969,0.454
4/22/12 7:24,113.517,113.3083329,9.28,,0.231,,11.21,,443.8,402.8,10,-2.129161304,-1.954659111,-1.780156919,5.021,0.449
4/22/12 7:39,113.527,113.3187549,9.62,,0.231,,11.21,,427.2,400.9,10,-1.711221655,-1.538738192,-1.366254729,4.986,0.507
4/22/12 7:54,113.538,113.3291691,9.97,,0.231,,11.5,,416.7,397.7,10.2,-2.173995493,-2.00339319,-1.832790888,5.276,0.509
4/22/12 8:09,113.548,113.3395829,10.36,,0.231,,11.5,,442.5,393.4,9.9,-0.829175096,-0.660515794,-0.491856493,5.099,0.612
4/22/12 8:24,113.558,113.3500047,10.79,,0.231,,11.84,,427.5,386.8,9.2,-2.27390842,-2.107090007,-1.940271594,4.596,0.845
4/22/12 8:39,113.569,113.3604192,11.43,,0.231,,11.84,,473.5,382.7,8.8,-1.070461754,-0.90580921,-0.741156666,3.974,0.992
4/22/12 8:54,113.579,113.3708329,12.54,,0.232,,12.35,,430.8,383.9,8.3,-1.46801889,-1.305417698,-1.142816507,3.631,1.111
4/22/12 9:09,113.59,113.3812551,12.13,,0.232,,12.35,,472.8,382.1,8.2,-0.929386878,-0.766302839,-0.6032188,3.326,1.021
4/22/12 9:24,113.6,113.3916689,14.08,,0.231,,12.82,,426,380.2,8.6,-0.953466377,-0.789396593,-0.62532681,3.925,1.109
4/22/12 9:39,113.61,113.402083,14.05,,0.231,,12.82,,453.9,377.1,8.9,-1.164217597,-1.000224563,-0.836231529,3.964,1.06
4/22/12 9:54,113.621,113.4125052,15.62,,0.231,,13.66,,455.5,379.4,8.2,-0.235768083,-0.0641701,0.107427883,3.025,1.269
4/22/12 10:09,113.631,113.4229191,15.15,,0.231,,13.66,,427.6,377.1,8.4,-0.461582495,-0.293006731,-0.124430968,3.569,1.119
4/22/12 10:24,113.642,113.4333331,15.44,,0.23,,14.33,,467,379.8,7.6,-0.334937456,-0.164597663,0.00574213,2.889,1.351
4/22/12 10:39,113.652,113.4437552,16.94,,0.23,,14.33,,471.3,376.8,7.8,1.043868984,1.22773443,1.411599876,2.797,1.39
4/22/12 10:54,113.663,113.4541687,16.48,,0.228,,15.34,,444.5,376.9,7.5,-0.592546293,-0.413611112,-0.23467593,2.961,1.438
4/22/12 11:09,113.673,113.4645832,19.61,,0.228,,15.34,,482.9,375.6,7.7,1.688114839,1.917494021,2.146873204,3.292,1.761
4/22/12 11:24,113.683,113.4750047,21.21,,0.228,,17.49,,449.3,375.8,7.7,1.932225321,2.205752929,2.479280536,2.205,1.918
4/22/12 11:39,113.694,113.4854189,22.22,,0.228,,17.49,,456.2,375,8.2,1.52541813,1.834905858,2.144393586,2.959,1.909
4/22/12 11:54,113.704,113.4958328,22.64,,0.227,,19.29,,484.2,376.1,7.1,3.150450171,3.477174411,3.803898652,2.91,2.055
4/22/12 12:09,113.715,113.5062551,22.81,,0.227,,19.29,,446.7,374.9,7.7,2.768605853,3.102405282,3.43620471,2.404,1.954
4/22/12 12:24,113.725,113.516669,23.68,,0.227,,19.86,,462.5,371.2,8.8,2.354514233,2.728979368,3.103444504,4.06,1.895
4/22/12 12:39,113.735,113.527083,23.91,,0.227,,19.86,,476.4,372.3,8.3,3.155607614,3.541932927,3.928258241,3.192,1.934
4/22/12 12:54,113.746,113.5375047,24.27,,0.228,,20.35,,451,373.1,7.9,3.237088665,3.642403125,4.047717585,3.522,2.012
4/22/12 13:09,113.756,113.5479189,24.53,,0.228,,20.35,,466.4,372.9,8.1,2.333643759,2.753614595,3.173585432,3.162,1.96
4/22/12 13:24,113.767,113.5583332,24.63,,0.226,,20.39,,478.4,372.3,8.3,4.098887866,4.524777244,4.950666622,3.314,1.901
4/22/12 13:39,113.777,113.5687548,24.89,,0.226,,20.39,,439.3,371.2,8.5,4.597861105,5.039277559,5.480694013,3.586,1.89
4/22/12 13:54,113.788,113.5791688,25.48,,0.224,,19.65,,477.8,369.6,8.9,3.432159226,3.911513648,4.390868071,4.11,1.852
